track_id,fase,inicio,fim
19820674,intensification,1982-08-01 12:00:00,1982-08-01 15:00:00
19820674,mature,1982-08-01 18:00:00,1982-08-01 21:00:00
19820674,decay,1982-08-02 00:00:00,1982-08-02 18:00:00
19820676,incipient,1982-08-02 15:00:00,1982-08-02 15:00:00
19820676,intensification,1982-08-02 18:00:00,1982-08-03 09:00:00
19820676,mature,1982-08-03 12:00:00,1982-08-03 18:00:00
19820676,decay,1982-08-03 21:00:00,1982-08-04 15:00:00
19820677,incipient,1982-08-03 00:00:00,1982-08-03 03:00:00
19820677,intensification,1982-08-03 06:00:00,1982-08-04 00:00:00
19820677,mature,1982-08-04 03:00:00,1982-08-04 12:00:00
19820677,decay,1982-08-04 15:00:00,1982-08-06 21:00:00
19820684,incipient,1982-08-04 06:00:00,1982-08-04 12:00:00
19820684,intensification,1982-08-04 15:00:00,1982-08-05 06:00:00
19820684,mature,1982-08-05 09:00:00,1982-08-05 12:00:00
19820684,decay,1982-08-05 15:00:00,1982-08-06 09:00:00
19830018,intensification,1983-01-07 18:00:00,1983-01-08 21:00:00
19830018,mature,1983-01-09 00:00:00,1983-01-09 03:00:00
19830018,decay,1983-01-09 06:00:00,1983-01-09 12:00:00
19830018,intensification 2,1983-01-09 15:00:00,1983-01-10 21:00:00
19830018,mature 2,1983-01-11 00:00:00,1983-01-11 03:00:00
19830018,decay 2,1983-01-11 06:00:00,1983-01-11 21:00:00
19830021,incipient,1983-01-08 15:00:00,1983-01-08 21:00:00
19830021,intensification,1983-01-09 00:00:00,1983-01-10 15:00:00
19830021,mature,1983-01-10 18:00:00,1983-01-11 03:00:00
19830021,decay,1983-01-11 06:00:00,1983-01-12 00:00:00
19830021,intensification 2,1983-01-12 03:00:00,1983-01-14 21:00:00
19830021,mature 2,1983-01-15 00:00:00,1983-01-15 18:00:00
19830021,decay 2,1983-01-15 21:00:00,1983-01-18 12:00:00
19830024,incipient,1983-01-10 06:00:00,1983-01-10 12:00:00
19830024,intensification,1983-01-10 15:00:00,1983-01-10 15:00:00
19830024,decay,1983-01-10 18:00:00,1983-01-11 03:00:00
19830024,intensification 2,1983-01-11 06:00:00,1983-01-11 09:00:00
19830032,intensification,1983-01-12 18:00:00,1983-01-13 12:00:00
19830032,decay,1983-01-13 15:00:00,1983-01-13 18:00:00
19830034,incipient,1983-01-14 00:00:00,1983-01-14 09:00:00
19830034,intensification,1983-01-14 12:00:00,1983-01-15 15:00:00
19830034,mature,1983-01-15 18:00:00,1983-01-16 03:00:00
19830034,decay,1983-01-16 06:00:00,1983-01-17 03:00:00
19830040,incipient,1983-01-16 00:00:00,1983-01-16 15:00:00
19830040,intensification,1983-01-16 18:00:00,1983-01-18 21:00:00
19830040,mature,1983-01-19 00:00:00,1983-01-19 21:00:00
19830040,decay,1983-01-20 00:00:00,1983-01-23 18:00:00
19830043,decay,1983-01-16 18:00:00,1983-01-17 00:00:00
19830043,intensification,1983-01-17 03:00:00,1983-01-17 03:00:00
19830043,decay 2,1983-01-17 06:00:00,1983-01-18 00:00:00
19830046,incipient,1983-01-17 12:00:00,1983-01-17 18:00:00
19830046,intensification,1983-01-17 21:00:00,1983-01-17 21:00:00
19830046,decay,1983-01-18 00:00:00,1983-01-18 09:00:00
19830046,intensification 2,1983-01-18 12:00:00,1983-01-18 15:00:00
19830046,decay 2,1983-01-18 18:00:00,1983-01-18 21:00:00
19830050,incipient,1983-01-18 15:00:00,1983-01-19 00:00:00
19830050,intensification,1983-01-19 03:00:00,1983-01-21 00:00:00
19830050,mature,1983-01-21 03:00:00,1983-01-21 21:00:00
19830050,decay,1983-01-22 00:00:00,1983-01-25 18:00:00
19830051,intensification,1983-01-18 15:00:00,1983-01-19 03:00:00
19830051,mature,1983-01-19 06:00:00,1983-01-19 09:00:00
19830051,decay,1983-01-19 12:00:00,1983-01-21 09:00:00
19830062,intensification,1983-01-22 03:00:00,1983-01-22 12:00:00
19830062,mature,1983-01-22 15:00:00,1983-01-22 21:00:00
19830062,decay,1983-01-23 00:00:00,1983-01-24 21:00:00
19830065,incipient,1983-01-23 00:00:00,1983-01-23 03:00:00
19830065,intensification,1983-01-23 06:00:00,1983-01-24 00:00:00
19830065,mature,1983-01-24 03:00:00,1983-01-24 09:00:00
19830065,decay,1983-01-24 12:00:00,1983-01-26 03:00:00
19830078,decay,1983-01-28 12:00:00,1983-01-28 21:00:00
19830078,intensification,1983-01-29 00:00:00,1983-01-29 21:00:00
19830080,intensification,1983-01-29 06:00:00,1983-01-30 21:00:00
19830081,intensification,1983-01-30 12:00:00,1983-01-31 06:00:00
19830081,decay,1983-01-31 09:00:00,1983-01-31 18:00:00
19830084,incipient,1983-01-31 09:00:00,1983-01-31 12:00:00
19830084,decay,1983-01-31 15:00:00,1983-02-01 03:00:00
19830084,intensification,1983-02-01 06:00:00,1983-02-01 06:00:00
19830088,intensification,1983-02-01 06:00:00,1983-02-02 21:00:00
19830088,mature,1983-02-03 00:00:00,1983-02-03 15:00:00
19830088,decay,1983-02-03 18:00:00,1983-02-09 06:00:00
19830090,intensification,1983-02-01 15:00:00,1983-02-01 21:00:00
19830090,decay,1983-02-02 00:00:00,1983-02-02 18:00:00
19830093,incipient,1983-02-02 06:00:00,1983-02-02 12:00:00
19830093,intensification,1983-02-02 15:00:00,1983-02-08 12:00:00
19830093,mature,1983-02-08 15:00:00,1983-02-09 18:00:00
19830093,decay,1983-02-09 21:00:00,1983-02-12 21:00:00
19830093,residual,1983-02-13 00:00:00,1983-02-14 18:00:00
19830097,intensification,1983-02-05 12:00:00,1983-02-06 18:00:00
19830097,mature,1983-02-06 21:00:00,1983-02-07 03:00:00
19830097,decay,1983-02-07 06:00:00,1983-02-08 09:00:00
19830097,intensification 2,1983-02-08 12:00:00,1983-02-09 18:00:00
19830097,mature 2,1983-02-09 21:00:00,1983-02-10 03:00:00
19830097,decay 2,1983-02-10 06:00:00,1983-02-11 18:00:00
19830100,intensification,1983-02-07 00:00:00,1983-02-07 12:00:00
19830100,mature,1983-02-07 15:00:00,1983-02-08 00:00:00
19830100,decay,1983-02-08 03:00:00,1983-02-11 00:00:00
19830111,intensification,1983-02-11 00:00:00,1983-02-12 18:00:00
19830119,decay,1983-02-13 06:00:00,1983-02-14 15:00:00
19830126,incipient,1983-02-15 12:00:00,1983-02-15 15:00:00
19830126,intensification,1983-02-15 18:00:00,1983-02-18 00:00:00
19830126,mature,1983-02-18 03:00:00,1983-02-19 00:00:00
19830126,decay,1983-02-19 03:00:00,1983-02-27 00:00:00
19830130,incipient,1983-02-17 15:00:00,1983-02-18 12:00:00
19830130,decay,1983-02-18 15:00:00,1983-02-19 03:00:00
19830130,intensification,1983-02-19 06:00:00,1983-02-19 12:00:00
19830130,mature,1983-02-19 15:00:00,1983-02-19 18:00:00
19830130,decay 2,1983-02-19 21:00:00,1983-02-20 21:00:00
19830133,incipient,1983-02-18 15:00:00,1983-02-19 03:00:00
19830133,intensification,1983-02-19 06:00:00,1983-02-20 12:00:00
19830133,mature,1983-02-20 15:00:00,1983-02-20 21:00:00
19830133,decay,1983-02-21 00:00:00,1983-02-21 18:00:00
19830138,decay,1983-02-20 09:00:00,1983-02-20 15:00:00
19830138,intensification,1983-02-20 18:00:00,1983-02-21 09:00:00
19830138,mature,1983-02-21 12:00:00,1983-02-21 15:00:00
19830138,decay 2,1983-02-21 18:00:00,1983-02-22 09:00:00
19830142,decay,1983-02-21 12:00:00,1983-02-22 00:00:00
19830142,intensification,1983-02-22 03:00:00,1983-02-22 15:00:00
19830142,decay 2,1983-02-22 18:00:00,1983-02-22 21:00:00
19830144,intensification,1983-02-21 18:00:00,1983-02-27 12:00:00
19830144,residual,1983-02-27 15:00:00,1983-02-28 21:00:00
19830149,incipient,1983-02-23 00:00:00,1983-02-23 00:00:00
19830149,intensification,1983-02-23 03:00:00,1983-02-23 21:00:00
19830149,mature,1983-02-24 00:00:00,1983-02-24 09:00:00
19830149,decay,1983-02-24 12:00:00,1983-02-26 06:00:00
19830150,intensification,1983-02-23 09:00:00,1983-02-24 09:00:00
19830150,mature,1983-02-24 12:00:00,1983-02-25 03:00:00
19830150,decay,1983-02-25 06:00:00,1983-02-28 21:00:00
19830152,incipient,1983-02-24 00:00:00,1983-02-24 09:00:00
19830152,intensification,1983-02-24 12:00:00,1983-02-26 15:00:00
19830152,mature,1983-02-26 18:00:00,1983-02-27 06:00:00
19830152,decay,1983-02-27 09:00:00,1983-02-28 21:00:00
19830163,incipient,1983-02-28 12:00:00,1983-02-28 12:00:00
19830163,intensification,1983-02-28 15:00:00,1983-03-02 03:00:00
19830163,mature,1983-03-02 06:00:00,1983-03-02 15:00:00
19830163,decay,1983-03-02 18:00:00,1983-03-04 18:00:00
19830166,incipient,1983-03-01 00:00:00,1983-03-02 18:00:00
19830166,decay,1983-03-02 21:00:00,1983-03-03 06:00:00
19830166,intensification,1983-03-03 09:00:00,1983-03-04 18:00:00
19830166,decay 2,1983-03-04 21:00:00,1983-03-05 09:00:00
19830175,intensification,1983-03-03 03:00:00,1983-03-03 12:00:00
19830175,decay,1983-03-03 15:00:00,1983-03-04 03:00:00
19830179,incipient,1983-03-04 06:00:00,1983-03-04 15:00:00
19830179,intensification,1983-03-04 18:00:00,1983-03-06 00:00:00
19830179,mature,1983-03-06 03:00:00,1983-03-06 15:00:00
19830179,decay,1983-03-06 18:00:00,1983-03-08 09:00:00
19830181,incipient,1983-03-04 12:00:00,1983-03-04 18:00:00
19830181,intensification,1983-03-04 21:00:00,1983-03-05 18:00:00
19830181,mature,1983-03-05 21:00:00,1983-03-06 03:00:00
19830181,decay,1983-03-06 06:00:00,1983-03-07 00:00:00
19830185,incipient,1983-03-06 03:00:00,1983-03-06 12:00:00
19830185,intensification,1983-03-06 15:00:00,1983-03-08 03:00:00
19830185,mature,1983-03-08 06:00:00,1983-03-08 15:00:00
19830185,decay,1983-03-08 18:00:00,1983-03-10 06:00:00
19830187,incipient,1983-03-06 18:00:00,1983-03-07 00:00:00
19830187,intensification,1983-03-07 03:00:00,1983-03-08 09:00:00
19830187,mature,1983-03-08 12:00:00,1983-03-09 00:00:00
19830187,decay,1983-03-09 03:00:00,1983-03-11 15:00:00
19830202,incipient,1983-03-10 15:00:00,1983-03-10 18:00:00
19830202,intensification,1983-03-10 21:00:00,1983-03-11 12:00:00
19830202,mature,1983-03-11 15:00:00,1983-03-11 18:00:00
19830202,decay,1983-03-11 21:00:00,1983-03-11 21:00:00
19830204,incipient,1983-03-11 03:00:00,1983-03-11 09:00:00
19830204,intensification,1983-03-11 12:00:00,1983-03-12 15:00:00
19830204,mature,1983-03-12 18:00:00,1983-03-13 03:00:00
19830204,decay,1983-03-13 06:00:00,1983-03-15 03:00:00
19830205,intensification,1983-03-12 03:00:00,1983-03-13 03:00:00
19830205,mature,1983-03-13 06:00:00,1983-03-13 12:00:00
19830205,decay,1983-03-13 15:00:00,1983-03-14 21:00:00
19830205,intensification 2,1983-03-15 00:00:00,1983-03-16 21:00:00
19830205,mature 2,1983-03-17 00:00:00,1983-03-17 09:00:00
19830205,decay 2,1983-03-17 12:00:00,1983-03-18 12:00:00
19830215,incipient,1983-03-15 15:00:00,1983-03-16 12:00:00
19830215,intensification,1983-03-16 15:00:00,1983-03-18 12:00:00
19830215,mature,1983-03-18 15:00:00,1983-03-19 06:00:00
19830215,decay,1983-03-19 09:00:00,1983-03-21 06:00:00
19830218,incipient,1983-03-16 12:00:00,1983-03-16 18:00:00
19830218,intensification,1983-03-16 21:00:00,1983-03-17 18:00:00
19830218,mature,1983-03-17 21:00:00,1983-03-18 03:00:00
19830218,decay,1983-03-18 06:00:00,1983-03-19 09:00:00
19830224,intensification,1983-03-18 15:00:00,1983-03-19 09:00:00
19830224,mature,1983-03-19 12:00:00,1983-03-19 21:00:00
19830224,decay,1983-03-20 00:00:00,1983-03-24 21:00:00
19830228,decay,1983-03-19 15:00:00,1983-03-19 21:00:00
19830228,intensification,1983-03-20 00:00:00,1983-03-20 09:00:00
19830228,decay 2,1983-03-20 12:00:00,1983-03-20 21:00:00
19830228,intensification 2,1983-03-21 00:00:00,1983-03-21 09:00:00
19830240,intensification,1983-03-22 18:00:00,1983-03-23 18:00:00
19830242,incipient,1983-03-24 00:00:00,1983-03-24 03:00:00
19830242,decay,1983-03-24 06:00:00,1983-03-24 18:00:00
19830242,intensification,1983-03-24 21:00:00,1983-03-25 09:00:00
19830250,incipient,1983-03-27 12:00:00,1983-03-27 18:00:00
19830250,intensification,1983-03-27 21:00:00,1983-03-29 03:00:00
19830250,mature,1983-03-29 06:00:00,1983-03-29 12:00:00
19830250,decay,1983-03-29 15:00:00,1983-03-30 06:00:00
19830250,intensification 2,1983-03-30 09:00:00,1983-03-31 15:00:00
19830250,mature 2,1983-03-31 18:00:00,1983-04-01 00:00:00
19830250,decay 2,1983-04-01 03:00:00,1983-04-02 03:00:00
19830257,decay,1983-03-28 18:00:00,1983-03-29 09:00:00
19830257,intensification,1983-03-29 12:00:00,1983-03-29 12:00:00
19830257,decay 2,1983-03-29 15:00:00,1983-03-30 00:00:00
19830257,intensification 2,1983-03-30 03:00:00,1983-03-30 09:00:00
19830263,intensification,1983-03-30 18:00:00,1983-03-31 12:00:00
19830263,decay,1983-03-31 15:00:00,1983-04-01 12:00:00
19830281,incipient,1983-04-05 00:00:00,1983-04-05 00:00:00
19830281,intensification,1983-04-05 03:00:00,1983-04-07 00:00:00
19830281,mature,1983-04-07 03:00:00,1983-04-07 09:00:00
19830281,decay,1983-04-07 12:00:00,1983-04-08 06:00:00
19830285,incipient,1983-04-06 00:00:00,1983-04-06 06:00:00
19830285,intensification,1983-04-06 09:00:00,1983-04-06 09:00:00
19830285,decay,1983-04-06 12:00:00,1983-04-06 21:00:00
19830285,intensification 2,1983-04-07 00:00:00,1983-04-07 03:00:00
19830286,incipient,1983-04-06 03:00:00,1983-04-06 06:00:00
19830286,intensification,1983-04-06 09:00:00,1983-04-07 09:00:00
19830286,mature,1983-04-07 12:00:00,1983-04-07 15:00:00
19830286,decay,1983-04-07 18:00:00,1983-04-08 06:00:00
19830286,intensification 2,1983-04-08 09:00:00,1983-04-09 09:00:00
19830286,mature 2,1983-04-09 12:00:00,1983-04-09 15:00:00
19830286,decay 2,1983-04-09 18:00:00,1983-04-10 00:00:00
19830287,decay,1983-04-06 06:00:00,1983-04-06 18:00:00
19830287,intensification,1983-04-06 21:00:00,1983-04-07 18:00:00
19830287,mature,1983-04-07 21:00:00,1983-04-08 03:00:00
19830287,decay 2,1983-04-08 06:00:00,1983-04-09 00:00:00
19830293,incipient,1983-04-07 09:00:00,1983-04-07 09:00:00
19830293,intensification,1983-04-07 12:00:00,1983-04-09 09:00:00
19830293,mature,1983-04-09 12:00:00,1983-04-09 21:00:00
19830293,decay,1983-04-10 00:00:00,1983-04-11 09:00:00
19830313,incipient,1983-04-14 09:00:00,1983-04-14 09:00:00
19830313,intensification,1983-04-14 12:00:00,1983-04-17 03:00:00
19830313,mature,1983-04-17 06:00:00,1983-04-18 00:00:00
19830313,decay,1983-04-18 03:00:00,1983-04-20 15:00:00
19830313,residual,1983-04-20 18:00:00,1983-04-20 18:00:00
19830333,incipient,1983-04-19 12:00:00,1983-04-19 21:00:00
19830333,intensification,1983-04-20 00:00:00,1983-04-20 15:00:00
19830333,mature,1983-04-20 18:00:00,1983-04-20 21:00:00
19830333,decay,1983-04-21 00:00:00,1983-04-21 18:00:00
19830358,incipient,1983-04-27 03:00:00,1983-04-27 03:00:00
19830358,intensification,1983-04-27 06:00:00,1983-04-28 09:00:00
19830358,mature,1983-04-28 12:00:00,1983-04-28 18:00:00
19830358,decay,1983-04-28 21:00:00,1983-05-02 18:00:00
19830362,incipient,1983-04-29 12:00:00,1983-04-29 18:00:00
19830362,intensification,1983-04-29 21:00:00,1983-04-30 15:00:00
19830362,mature,1983-04-30 18:00:00,1983-05-01 00:00:00
19830362,decay,1983-05-01 03:00:00,1983-05-01 21:00:00
19830371,incipient,1983-05-02 15:00:00,1983-05-02 21:00:00
19830371,intensification,1983-05-03 00:00:00,1983-05-03 00:00:00
19830371,decay,1983-05-03 03:00:00,1983-05-03 15:00:00
19830371,intensification 2,1983-05-03 18:00:00,1983-05-04 06:00:00
19830371,decay 2,1983-05-04 09:00:00,1983-05-04 15:00:00
19830375,incipient,1983-05-03 12:00:00,1983-05-03 12:00:00
19830375,intensification,1983-05-03 15:00:00,1983-05-04 09:00:00
19830375,mature,1983-05-04 12:00:00,1983-05-04 21:00:00
19830375,decay,1983-05-05 00:00:00,1983-05-07 03:00:00
19830376,incipient,1983-05-03 15:00:00,1983-05-03 15:00:00
19830376,decay,1983-05-03 18:00:00,1983-05-04 21:00:00
19830376,intensification,1983-05-05 00:00:00,1983-05-06 00:00:00
19830376,mature,1983-05-06 03:00:00,1983-05-06 09:00:00
19830376,decay 2,1983-05-06 12:00:00,1983-05-07 15:00:00
19830382,incipient,1983-05-06 09:00:00,1983-05-06 09:00:00
19830382,intensification,1983-05-06 12:00:00,1983-05-08 09:00:00
19830382,mature,1983-05-08 12:00:00,1983-05-09 06:00:00
19830382,decay,1983-05-09 09:00:00,1983-05-13 15:00:00
19830382,residual,1983-05-13 18:00:00,1983-05-14 06:00:00
19830386,incipient,1983-05-08 06:00:00,1983-05-08 06:00:00
19830386,intensification,1983-05-08 09:00:00,1983-05-09 15:00:00
19830386,mature,1983-05-09 18:00:00,1983-05-09 21:00:00
19830386,decay,1983-05-10 00:00:00,1983-05-10 09:00:00
19830399,incipient,1983-05-11 00:00:00,1983-05-11 12:00:00
19830399,intensification,1983-05-11 15:00:00,1983-05-13 12:00:00
19830399,mature,1983-05-13 15:00:00,1983-05-14 03:00:00
19830399,decay,1983-05-14 06:00:00,1983-05-16 03:00:00
19830402,incipient,1983-05-11 15:00:00,1983-05-11 21:00:00
19830402,decay,1983-05-12 00:00:00,1983-05-12 15:00:00
19830402,intensification,1983-05-12 18:00:00,1983-05-12 21:00:00
19830490,incipient,1983-06-07 09:00:00,1983-06-07 15:00:00
19830490,intensification,1983-06-07 18:00:00,1983-06-09 00:00:00
19830490,mature,1983-06-09 03:00:00,1983-06-09 09:00:00
19830490,decay,1983-06-09 12:00:00,1983-06-11 00:00:00
19830496,intensification,1983-06-09 12:00:00,1983-06-10 06:00:00
19830496,decay,1983-06-10 09:00:00,1983-06-10 12:00:00
19830505,incipient,1983-06-11 15:00:00,1983-06-11 18:00:00
19830505,intensification,1983-06-11 21:00:00,1983-06-14 03:00:00
19830505,mature,1983-06-14 06:00:00,1983-06-14 15:00:00
19830505,decay,1983-06-14 18:00:00,1983-06-15 03:00:00
19830515,incipient,1983-06-15 06:00:00,1983-06-15 12:00:00
19830515,intensification,1983-06-15 15:00:00,1983-06-17 06:00:00
19830515,mature,1983-06-17 09:00:00,1983-06-18 00:00:00
19830515,decay,1983-06-18 03:00:00,1983-06-20 18:00:00
19830516,decay,1983-06-15 12:00:00,1983-06-15 21:00:00
19830516,intensification,1983-06-16 00:00:00,1983-06-16 00:00:00
19830516,decay 2,1983-06-16 03:00:00,1983-06-16 21:00:00
19830532,incipient,1983-06-19 15:00:00,1983-06-19 21:00:00
19830532,intensification,1983-06-20 00:00:00,1983-06-20 00:00:00
19830532,decay,1983-06-20 03:00:00,1983-06-20 18:00:00
19830532,intensification 2,1983-06-20 21:00:00,1983-06-21 06:00:00
19830532,decay 2,1983-06-21 09:00:00,1983-06-22 03:00:00
19830534,incipient,1983-06-20 06:00:00,1983-06-20 15:00:00
19830534,intensification,1983-06-20 18:00:00,1983-06-21 15:00:00
19830534,mature,1983-06-21 18:00:00,1983-06-21 21:00:00
19830534,decay,1983-06-22 00:00:00,1983-06-22 09:00:00
19830536,incipient,1983-06-21 00:00:00,1983-06-21 06:00:00
19830536,intensification,1983-06-21 09:00:00,1983-06-21 21:00:00
19830536,mature,1983-06-22 00:00:00,1983-06-22 06:00:00
19830536,decay,1983-06-22 09:00:00,1983-06-23 06:00:00
19830540,incipient,1983-06-21 18:00:00,1983-06-22 03:00:00
19830540,intensification,1983-06-22 06:00:00,1983-06-22 21:00:00
19830540,mature,1983-06-23 00:00:00,1983-06-23 03:00:00
19830540,decay,1983-06-23 06:00:00,1983-06-23 12:00:00
19830548,decay,1983-06-24 06:00:00,1983-06-24 18:00:00
19830548,intensification,1983-06-24 21:00:00,1983-06-25 12:00:00
19830548,mature,1983-06-25 15:00:00,1983-06-25 21:00:00
19830548,decay 2,1983-06-26 00:00:00,1983-06-26 18:00:00
19830553,incipient,1983-06-26 06:00:00,1983-06-26 15:00:00
19830553,intensification,1983-06-26 18:00:00,1983-06-26 18:00:00
19830553,decay,1983-06-26 21:00:00,1983-06-27 18:00:00
19830553,intensification 2,1983-06-27 21:00:00,1983-06-28 03:00:00
19830553,decay 2,1983-06-28 06:00:00,1983-06-28 21:00:00
19830575,incipient,1983-07-02 06:00:00,1983-07-02 09:00:00
19830575,intensification,1983-07-02 12:00:00,1983-07-03 18:00:00
19830575,mature,1983-07-03 21:00:00,1983-07-04 18:00:00
19830575,decay,1983-07-04 21:00:00,1983-07-10 06:00:00
19830575,residual,1983-07-10 09:00:00,1983-07-10 18:00:00
19830581,incipient,1983-07-04 09:00:00,1983-07-04 21:00:00
19830581,intensification,1983-07-05 00:00:00,1983-07-06 18:00:00
19830581,mature,1983-07-06 21:00:00,1983-07-07 03:00:00
19830581,decay,1983-07-07 06:00:00,1983-07-08 00:00:00
19830581,residual,1983-07-08 03:00:00,1983-07-09 06:00:00
19830591,incipient,1983-07-07 18:00:00,1983-07-07 21:00:00
19830591,intensification,1983-07-08 00:00:00,1983-07-09 09:00:00
19830591,mature,1983-07-09 12:00:00,1983-07-10 00:00:00
19830591,decay,1983-07-10 03:00:00,1983-07-11 18:00:00
19830591,intensification 2,1983-07-11 21:00:00,1983-07-13 12:00:00
19830591,mature 2,1983-07-13 15:00:00,1983-07-13 21:00:00
19830591,decay 2,1983-07-14 00:00:00,1983-07-14 09:00:00
19830600,intensification,1983-07-10 06:00:00,1983-07-10 15:00:00
19830600,mature,1983-07-10 18:00:00,1983-07-10 21:00:00
19830600,decay,1983-07-11 00:00:00,1983-07-12 15:00:00
19830604,intensification,1983-07-11 09:00:00,1983-07-14 09:00:00
19830604,residual,1983-07-14 12:00:00,1983-07-15 00:00:00
19830624,intensification,1983-07-17 12:00:00,1983-07-18 18:00:00
19830624,mature,1983-07-18 21:00:00,1983-07-19 03:00:00
19830624,decay,1983-07-19 06:00:00,1983-07-20 21:00:00
19830624,residual,1983-07-21 00:00:00,1983-07-23 15:00:00
19830635,incipient,1983-07-21 06:00:00,1983-07-21 12:00:00
19830635,intensification,1983-07-21 13:00:00,1983-07-23 00:00:00
19830635,mature,1983-07-23 01:00:00,1983-07-23 11:00:00
19830635,decay,1983-07-23 12:00:00,1983-07-24 16:00:00
19830662,decay,1983-07-29 18:00:00,1983-07-30 15:00:00
19830671,decay,1983-08-01 12:00:00,1983-08-01 18:00:00
19830671,intensification,1983-08-01 21:00:00,1983-08-02 12:00:00
19830671,mature,1983-08-02 15:00:00,1983-08-02 21:00:00
19830671,decay 2,1983-08-03 00:00:00,1983-08-03 21:00:00
19830683,incipient,1983-08-04 15:00:00,1983-08-05 00:00:00
19830683,intensification,1983-08-05 03:00:00,1983-08-06 18:00:00
19830683,mature,1983-08-06 21:00:00,1983-08-07 15:00:00
19830683,decay,1983-08-07 18:00:00,1983-08-11 15:00:00
19830689,incipient,1983-08-06 00:00:00,1983-08-06 12:00:00
19830689,intensification,1983-08-06 15:00:00,1983-08-08 06:00:00
19830689,mature,1983-08-08 09:00:00,1983-08-08 21:00:00
19830689,decay,1983-08-09 00:00:00,1983-08-10 18:00:00
19830689,residual,1983-08-10 21:00:00,1983-08-11 09:00:00
19830693,incipient,1983-08-07 18:00:00,1983-08-07 21:00:00
19830693,intensification,1983-08-08 00:00:00,1983-08-08 09:00:00
19830693,mature,1983-08-08 12:00:00,1983-08-08 15:00:00
19830693,decay,1983-08-08 18:00:00,1983-08-09 15:00:00
19830698,intensification,1983-08-09 09:00:00,1983-08-09 15:00:00
19830698,decay,1983-08-09 18:00:00,1983-08-10 06:00:00
19830710,incipient,1983-08-12 06:00:00,1983-08-12 06:00:00
19830710,intensification,1983-08-12 09:00:00,1983-08-13 18:00:00
19830710,mature,1983-08-13 21:00:00,1983-08-14 03:00:00
19830710,decay,1983-08-14 06:00:00,1983-08-15 03:00:00
19840004,incipient,1984-01-02 03:00:00,1984-01-02 12:00:00
19840004,intensification,1984-01-02 15:00:00,1984-01-04 12:00:00
19840004,mature,1984-01-04 15:00:00,1984-01-05 06:00:00
19840004,decay,1984-01-05 09:00:00,1984-01-08 12:00:00
19840005,intensification,1984-01-02 12:00:00,1984-01-03 09:00:00
19840005,mature,1984-01-03 12:00:00,1984-01-03 18:00:00
19840005,decay,1984-01-03 21:00:00,1984-01-04 15:00:00
19840005,intensification 2,1984-01-04 18:00:00,1984-01-05 21:00:00
19840005,mature 2,1984-01-06 00:00:00,1984-01-06 06:00:00
19840005,decay 2,1984-01-06 09:00:00,1984-01-07 03:00:00
19840010,incipient,1984-01-05 00:00:00,1984-01-06 03:00:00
19840010,intensification,1984-01-06 06:00:00,1984-01-08 18:00:00
19840010,mature,1984-01-08 21:00:00,1984-01-09 18:00:00
19840010,decay,1984-01-09 21:00:00,1984-01-12 18:00:00
19840010,residual,1984-01-12 21:00:00,1984-01-12 21:00:00
19840018,incipient,1984-01-07 00:00:00,1984-01-07 09:00:00
19840018,intensification,1984-01-07 12:00:00,1984-01-09 03:00:00
19840018,mature,1984-01-09 06:00:00,1984-01-10 00:00:00
19840018,decay,1984-01-10 03:00:00,1984-01-13 12:00:00
19840031,incipient,1984-01-12 18:00:00,1984-01-13 00:00:00
19840031,intensification,1984-01-13 03:00:00,1984-01-14 00:00:00
19840031,mature,1984-01-14 03:00:00,1984-01-14 09:00:00
19840031,decay,1984-01-14 12:00:00,1984-01-15 06:00:00
19840031,residual,1984-01-15 09:00:00,1984-01-15 21:00:00
19840033,incipient,1984-01-13 00:00:00,1984-01-13 03:00:00
19840033,intensification,1984-01-13 06:00:00,1984-01-14 03:00:00
19840033,mature,1984-01-14 06:00:00,1984-01-14 12:00:00
19840033,decay,1984-01-14 15:00:00,1984-01-15 15:00:00
19840039,intensification,1984-01-15 03:00:00,1984-01-15 12:00:00
19840039,mature,1984-01-15 15:00:00,1984-01-15 18:00:00
19840039,decay,1984-01-15 21:00:00,1984-01-16 21:00:00
19840039,residual,1984-01-17 00:00:00,1984-01-18 03:00:00
19840045,incipient,1984-01-16 00:00:00,1984-01-16 03:00:00
19840045,intensification,1984-01-16 06:00:00,1984-01-18 12:00:00
19840045,mature,1984-01-18 15:00:00,1984-01-18 21:00:00
19840045,decay,1984-01-19 00:00:00,1984-01-19 09:00:00
19840053,decay,1984-01-18 12:00:00,1984-01-18 15:00:00
19840053,intensification,1984-01-18 18:00:00,1984-01-19 09:00:00
19840054,incipient,1984-01-18 12:00:00,1984-01-18 18:00:00
19840054,intensification,1984-01-18 21:00:00,1984-01-20 00:00:00
19840054,mature,1984-01-20 03:00:00,1984-01-20 12:00:00
19840054,decay,1984-01-20 15:00:00,1984-01-22 06:00:00
19840061,incipient,1984-01-20 09:00:00,1984-01-20 15:00:00
19840061,intensification,1984-01-20 18:00:00,1984-01-20 18:00:00
19840061,decay,1984-01-20 21:00:00,1984-01-21 06:00:00
19840061,intensification 2,1984-01-21 09:00:00,1984-01-21 09:00:00
19840073,incipient,1984-01-23 18:00:00,1984-01-23 21:00:00
19840073,intensification,1984-01-24 00:00:00,1984-01-25 09:00:00
19840073,mature,1984-01-25 12:00:00,1984-01-26 06:00:00
19840073,decay,1984-01-26 09:00:00,1984-01-30 12:00:00
