Latitude,Longitude,Limiar_Mediana_ms,Limiar_Q90_ms,Limiar_Q95_ms,Limiar_Q99_ms,Limiar_Maximo_ms
-10.0,-85.0,6.9269447,9.142833,9.835161,11.108283,13.540972
-10.0,-84.75,6.868195,9.102462,9.761403,11.04982,13.52297
-10.0,-84.5,6.8140497,9.077073,9.738992,11.040686,13.534001
-10.0,-84.25,6.793832,9.046716,9.721013,11.03431,13.518604
-10.0,-84.0,6.7883167,9.020914,9.687396,10.988407,13.414297
-10.0,-83.75,6.7565002,9.010575,9.663707,10.9160795,13.278122
-10.0,-83.5,6.715041,8.978368,9.605193,10.875065,13.298054
-10.0,-83.25,6.6848803,8.930522,9.553141,10.851141,13.316863
-10.0,-83.0,6.6844387,8.930819,9.55508,10.854624,13.298836
-10.0,-82.75,6.6064377,8.838771,9.475988,10.771314,13.210538
-10.0,-82.5,6.5630403,8.772056,9.437989,10.716413,13.189231
-10.0,-82.25,6.5600805,8.737091,9.42368,10.68979,13.25432
-10.0,-82.0,6.5481367,8.701773,9.396446,10.643196,13.288364
-10.0,-81.75,6.5298543,8.678546,9.3550415,10.607917,13.310563
-10.0,-81.5,6.4969597,8.651224,9.327726,10.647828,13.378836
-10.0,-81.25,6.3904953,8.493545,9.163052,10.471172,13.29525
-10.0,-81.0,6.436139,8.541349,9.161879,10.531504,13.329858
-10.0,-80.75,6.381214,8.4208355,9.067702,10.403625,13.174196
-10.0,-80.5,6.3740187,8.374915,9.022376,10.3734665,13.214972
-10.0,-80.25,6.363287,8.329075,9.001155,10.298617,13.1551485
-10.0,-80.0,6.3264303,8.282204,8.950407,10.202453,13.011171
-10.0,-79.75,6.287434,8.289662,8.938181,10.200017,12.770303
-10.0,-79.5,6.2926702,8.29254,8.922038,10.184652,12.375666
-10.0,-79.25,6.30567,8.291816,8.896302,10.061638,11.894433
-10.0,-79.0,6.415558,8.397819,8.9855175,10.138763,11.829
-10.0,-78.75,6.539316,8.518124,9.099438,10.277494,12.174229
-10.0,-78.5,6.3415384,8.293623,8.878168,10.012037,12.14633
-10.0,-78.25,4.1399755,5.885747,6.30843,7.1736393,9.0791445
-10.0,-78.0,1.5503063,3.6785893,3.9377618,4.2793736,4.759291
-10.0,-77.75,0.66085404,2.7648952,3.0813284,3.5299528,4.354087
-10.0,-77.5,1.04481,2.4404972,2.7465677,3.100862,3.6212318
-10.0,-77.25,1.0931668,2.1226692,2.4994662,3.6707656,6.0989637
-10.0,-77.0,1.1826904,2.915536,3.789885,4.7551,6.033479
-10.0,-76.75,1.0417297,2.8873086,3.2435365,3.773467,4.8605013
-10.0,-76.5,1.2768166,2.5827281,2.8719242,3.3573537,4.228473
-10.0,-76.25,0.94046605,1.9209796,2.1129682,2.4044225,2.875306
-10.0,-76.0,1.0243139,2.0371406,2.1997592,2.4534066,2.9216704
-10.0,-75.75,0.75044215,1.9563493,2.097144,2.334532,2.808128
-10.0,-75.5,0.6981615,1.6335512,1.7989773,2.0705543,2.5693655
-10.0,-75.25,0.7000418,1.2266409,1.3932103,1.7155609,2.6118026
-10.0,-75.0,0.77726287,1.3583212,1.562008,1.9305985,3.0006914
-10.0,-74.75,0.93055356,1.4779137,1.6388946,2.008764,3.8394623
-10.0,-74.5,0.82431716,1.417551,1.6583856,2.1802657,4.3059163
-10.0,-74.25,1.1327349,2.0113766,2.3551178,3.0661726,4.701681
-10.0,-74.0,1.2124945,2.4461968,2.8950167,3.6695652,5.259112
-10.0,-73.75,1.3401475,2.4391937,2.8489738,3.6372151,5.0262094
-10.0,-73.5,1.4125371,2.432674,2.7611651,3.5728142,5.018792
-10.0,-73.25,1.4582913,2.4169114,2.72395,3.5022433,5.01844
-10.0,-73.0,1.4700117,2.4215808,2.7250311,3.494176,5.2114563
-10.0,-72.75,1.4587888,2.4098234,2.7268453,3.4958196,5.1740317
-10.0,-72.5,1.466727,2.450472,2.793544,3.566983,5.4103503
-10.0,-72.25,1.5164201,2.5048625,2.86919,3.6728842,5.924771
-10.0,-72.0,1.5621606,2.5144467,2.872297,3.6799781,6.135778
-10.0,-71.75,1.5867367,2.5273306,2.868154,3.7133403,6.043362
-10.0,-71.5,1.6298901,2.576603,2.916621,3.732347,6.4170256
-10.0,-71.25,1.6137817,2.5747676,2.9055877,3.7492256,6.212494
-10.0,-71.0,1.6094363,2.5721087,2.9047825,3.7657342,5.3987813
-10.0,-70.75,1.6259626,2.5885735,2.9096513,3.785343,5.3828397
-10.0,-70.5,1.6202148,2.5843744,2.9224782,3.7045825,5.3232903
-10.0,-70.25,1.6235583,2.5831008,2.920406,3.7092092,5.331853
-10.0,-70.0,1.6221592,2.5856402,2.9111662,3.7092426,5.322181
-10.0,-69.75,1.6336277,2.5999966,2.896868,3.7067804,5.3830066
-10.0,-69.5,1.6073612,2.5703676,2.8844023,3.678113,5.081565
-10.0,-69.25,1.596572,2.5607061,2.8831975,3.6953616,5.1085253
-10.0,-69.0,1.616317,2.6004863,2.9299154,3.6937416,5.8169312
-10.0,-68.75,1.6297349,2.6086435,2.9541698,3.7210407,6.174648
-10.0,-68.5,1.6289723,2.5857222,2.9262307,3.669168,5.9305625
-10.0,-68.25,1.6114043,2.5559156,2.8851094,3.6569202,5.5121913
-10.0,-68.0,1.5709519,2.5568893,2.9203162,3.724152,5.417949
-10.0,-67.75,1.5647829,2.5943747,2.9680421,3.8538716,5.4042745
-10.0,-67.5,1.6242902,2.6408832,2.999102,3.8225794,5.1590652
-10.0,-67.25,1.6341109,2.6302395,2.9936602,3.8113873,5.2795987
-10.0,-67.0,1.5998534,2.605459,2.9332042,3.7491083,5.6266866
-10.0,-66.75,1.5880992,2.5741959,2.890529,3.7253523,5.0315557
-10.0,-66.5,1.5834026,2.5514064,2.8646436,3.674128,4.9528594
-10.0,-66.25,1.5677545,2.5512516,2.8594687,3.6528664,4.9059997
-10.0,-66.0,1.5514762,2.5426636,2.8639414,3.6556299,4.861333
-10.0,-65.75,1.5375242,2.5610504,2.8738077,3.6519463,4.7901845
-10.0,-65.5,1.5240421,2.567287,2.915253,3.7164018,4.841518
-10.0,-65.25,1.5010514,2.542708,2.9060426,3.7668939,4.892408
-10.0,-65.0,1.5097158,2.5657837,2.9198244,3.6870108,4.890309
-10.0,-64.75,1.5190743,2.520701,2.8732696,3.5957544,4.8880258
-10.0,-64.5,1.4683758,2.4673843,2.8194337,3.4617674,4.7875423
-10.0,-64.25,1.4236114,2.4177544,2.7389627,3.3255095,4.589777
-10.0,-64.0,1.4120543,2.3792078,2.6811092,3.2655537,4.59006
-10.0,-63.75,1.4097784,2.3899097,2.7153919,3.3484483,4.708302
-10.0,-63.5,1.419185,2.4653852,2.807359,3.6274235,4.871353
-10.0,-63.25,1.3865483,2.4639919,2.8454156,3.7242625,4.9790926
-10.0,-63.0,1.4036884,2.4346902,2.8164165,3.6418724,4.912979
-10.0,-62.75,1.4473227,2.5052314,2.8831778,3.6805055,4.9975443
-10.0,-62.5,1.4847455,2.5300553,2.8666267,3.691129,5.014762
-10.0,-62.25,1.461422,2.4954274,2.8267424,3.693213,5.0046473
-10.0,-62.0,1.4156846,2.448027,2.7823853,3.6359751,4.8340917
-10.0,-61.75,1.4162846,2.4351108,2.7841904,3.6044996,4.7579665
-10.0,-61.5,1.4254827,2.4434204,2.8065732,3.5911012,4.684831
-10.0,-61.25,1.4101585,2.432842,2.816281,3.5503445,4.7024636
-10.0,-61.0,1.3747292,2.4001622,2.7539766,3.5305746,4.8114276
-10.0,-60.75,1.3782616,2.354239,2.6756663,3.3870962,4.6964746
-10.0,-60.5,1.351882,2.353622,2.6647532,3.3552587,4.7336082
-10.0,-60.25,1.3645598,2.3888052,2.7031827,3.3487926,4.6963487
-10.0,-60.0,1.3915083,2.4379902,2.7559252,3.456301,4.80074
-10.0,-59.75,1.3702269,2.4327347,2.7578661,3.5192046,4.835861
-10.0,-59.5,1.3410413,2.412463,2.7587411,3.5390325,4.8263187
-10.0,-59.25,1.2998321,2.432948,2.7980826,3.712374,5.155712
-10.0,-59.0,1.3025961,2.4993653,2.903149,3.8394392,5.412516
-10.0,-58.75,1.3828621,2.5624123,2.9142754,3.7929864,5.19807
-10.0,-58.5,1.47072,2.651638,3.0788188,4.0797205,5.627964
-10.0,-58.25,1.4538858,2.6082473,2.957385,3.963181,5.358432
-10.0,-58.0,1.4232988,2.5612197,2.9335706,3.847477,5.2001348
-10.0,-57.75,1.4350252,2.621201,3.0186503,4.01373,5.6300197
-10.0,-57.5,1.452247,2.6541736,3.0130038,4.033488,5.718427
-10.0,-57.25,1.4571991,2.6221375,2.9499376,3.883952,5.3129773
-10.0,-57.0,1.4210559,2.553737,2.882803,3.6540914,4.680691
-10.0,-56.75,1.3849399,2.4894574,2.7952397,3.5423408,4.748266
-10.0,-56.5,1.4649532,2.6750038,2.968313,3.5861204,4.906049
-10.0,-56.25,1.5191061,2.7043154,3.059764,3.7917364,5.3645444
-10.0,-56.0,1.4734802,2.5294142,2.884669,3.577158,5.071266
-10.0,-55.75,1.4502834,2.4544585,2.7870436,3.3887336,4.710034
-10.0,-55.5,1.4525394,2.4776657,2.7963233,3.3588245,4.4742312
-10.0,-55.25,1.5015805,2.4912515,2.8477082,3.525908,4.3953815
-10.0,-55.0,1.5392051,2.561108,2.9297814,3.6060567,4.4361205
-10.0,-54.75,1.5750896,2.6586704,2.9679585,3.5377178,4.3500566
-10.0,-54.5,1.6541626,2.7196794,2.996299,3.4482627,4.208287
-10.0,-54.25,1.6350836,2.715471,2.9883902,3.426959,4.545254
-10.0,-54.0,1.5509101,2.6499426,2.9185226,3.3600633,4.8465743
-10.0,-53.75,1.4676808,2.459865,2.7244425,3.30097,4.9393854
-10.0,-53.5,1.4995373,2.4955127,2.7967644,3.3721132,4.6346636
-10.0,-53.25,1.5087368,2.5466847,2.8512607,3.4438815,4.279848
-10.0,-53.0,1.4939349,2.6270843,2.9168768,3.4348812,4.443812
-10.0,-52.75,1.4809549,2.6321182,2.9328094,3.409501,4.451337
-10.0,-52.5,1.4808171,2.6389868,2.9334555,3.4627705,4.3560014
-10.0,-52.25,1.5100565,2.662586,3.0042346,3.620322,4.5885715
-10.0,-52.0,1.5186899,2.6801732,2.9695282,3.5448315,4.350399
-10.0,-51.75,1.5520977,2.676051,2.9952385,3.5568156,4.51235
-10.0,-51.5,1.6226623,2.829356,3.1254494,3.6212325,4.4245677
-10.0,-51.25,1.4817141,2.5481334,2.8887784,3.4722292,4.2179937
-10.0,-51.0,1.4243789,2.428837,2.7763715,3.3890893,4.1416345
-10.0,-50.75,1.4398572,2.5038497,2.811953,3.4283128,4.5191708
-10.0,-50.5,1.5181032,2.602143,2.9587874,3.6056743,5.460063
-10.0,-50.25,1.5754116,2.7425768,3.1296983,3.8270383,6.053256
-10.0,-50.0,1.5687505,2.811428,3.1804504,3.8638008,6.3937755
-10.0,-49.75,1.6389108,2.8554134,3.3047345,4.1058617,6.8824944
-10.0,-49.5,1.6901231,2.9010484,3.3894017,4.447103,7.0522656
-10.0,-49.25,1.6109033,2.873452,3.4039602,4.9243608,6.893225
-10.0,-49.0,1.6294526,3.0962873,3.7467506,5.224144,6.7671514
-10.0,-48.75,1.6255307,3.1159034,3.7859654,5.196069,6.4711313
-10.0,-48.5,1.4843502,2.9983287,3.7110822,5.1775184,6.312088
-10.0,-48.25,1.4722822,3.190179,3.9626508,5.3603125,6.625408
-10.0,-48.0,1.671462,3.4768267,4.1886196,5.385234,6.826891
-10.0,-47.75,1.7527995,3.299472,3.8930793,5.0177345,6.6449637
-10.0,-47.5,1.8029876,3.4231687,4.147031,5.471888,7.2116995
-10.0,-47.25,1.9582381,3.9729054,4.8837495,6.3266296,8.123392
-10.0,-47.0,1.9301362,4.1354218,5.281971,6.6919513,8.253867
-10.0,-46.75,1.9425311,4.51762,5.671404,6.979863,8.292916
-10.0,-46.5,2.1127818,4.802435,5.7351785,7.0037704,8.3164835
-10.0,-46.25,2.1725821,4.7614393,5.5023327,6.631091,8.315584
-10.0,-46.0,2.1221004,4.602292,5.240549,6.2916827,8.254306
-10.0,-45.75,2.1049104,4.606905,5.225689,6.269503,8.141833
-10.0,-45.5,2.197527,4.617145,5.198245,6.3066745,8.321841
-10.0,-45.25,2.2362862,4.506364,4.990938,6.0077987,8.138871
-10.0,-45.0,2.222866,4.1935496,4.6157064,5.5553765,7.5194583
-10.0,-44.75,2.2396493,4.2411213,4.631397,5.44054,7.3821697
-10.0,-44.5,2.373647,4.5396104,4.9292893,5.739389,7.442365
-10.0,-44.25,2.6895242,4.8555775,5.220136,6.0055013,7.7696815
-10.0,-44.0,2.9089594,4.9628158,5.338886,6.191329,7.7807736
-10.0,-43.75,3.073834,5.001198,5.379058,6.3305864,7.722548
-10.0,-43.5,3.1222951,4.9704366,5.3680077,6.3045044,7.6116614
-10.0,-43.25,3.0692973,4.952961,5.36205,6.3225727,7.735037
-10.0,-43.0,3.0450578,4.916562,5.3739257,6.337216,7.7204995
-10.0,-42.75,3.0205922,4.798679,5.233798,6.118287,7.442252
-10.0,-42.5,3.1114216,4.827406,5.2997046,6.121411,7.6330276
-10.0,-42.25,3.0302687,4.7107234,5.204859,6.132956,7.8891206
-10.0,-42.0,2.8794403,4.4088893,4.9001555,5.785086,7.653309
-10.0,-41.75,3.0068784,4.5030847,5.007004,5.9213886,7.8809032
-10.0,-41.5,3.396404,5.016083,5.5153747,6.5392666,8.154983
-10.0,-41.25,3.8349438,5.5380535,6.0935817,7.0581574,8.195211
-10.0,-41.0,3.9791074,5.646097,6.2008133,7.03059,8.319756
-10.0,-40.75,3.9541059,5.8046236,6.3671155,7.2337613,8.537004
-10.0,-40.5,4.9086657,6.7433167,7.319226,8.275419,9.976254
-10.0,-40.25,5.004668,6.7832384,7.2779837,8.222395,9.887849
-10.0,-40.0,4.7948885,6.6661453,7.209431,8.16892,10.102406
-10.0,-39.75,4.6716785,6.5405927,7.046183,8.0582905,10.2298355
-10.0,-39.5,4.582569,6.3544445,6.789718,7.740653,10.030892
-10.0,-39.25,4.555951,6.2450104,6.680954,7.581936,9.412454
-10.0,-39.0,4.431191,5.9969587,6.4192486,7.3430486,8.614069
-10.0,-38.75,4.202175,5.614802,6.0379744,6.865627,8.193335
-10.0,-38.5,3.938314,5.2560797,5.666711,6.3598332,7.8665085
-10.0,-38.25,3.6047955,4.966616,5.392005,6.115184,7.560781
-10.0,-38.0,3.696879,5.1008835,5.4894605,6.287531,7.5054464
-10.0,-37.75,3.8098302,5.2802954,5.697126,6.4730706,7.9029064
-10.0,-37.5,3.5862293,5.0609536,5.4554405,6.1755385,7.3004694
-10.0,-37.25,3.272982,4.7135587,5.093082,5.7530456,6.4602866
-10.0,-37.0,3.1309643,4.564399,4.909432,5.4648166,6.3112516
-10.0,-36.75,3.1530476,4.603572,4.935564,5.3879976,6.389589
-10.0,-36.5,3.2086554,4.7419095,5.0448265,5.480169,6.48347
-10.0,-36.25,3.0506656,4.748373,5.035322,5.5442977,6.5228915
-10.0,-36.0,3.7412162,5.376044,5.7741475,6.5014677,7.66238
-10.0,-35.75,5.767049,7.5421524,8.068165,9.063614,11.340347
-10.0,-35.5,6.164614,8.107586,8.667906,9.844737,11.92217
-10.0,-35.25,6.204037,8.072513,8.662762,9.746484,11.61458
-10.0,-35.0,6.391905,8.288926,8.890853,10.027788,11.775971
-10.0,-34.75,6.5035343,8.403127,9.050375,10.119751,11.976291
-10.0,-34.5,6.5291634,8.444434,9.080343,10.116398,11.977227
-10.0,-34.25,6.69578,8.608606,9.26429,10.355179,12.117596
-10.0,-34.0,6.779166,8.714274,9.365441,10.461131,12.128022
-10.0,-33.75,6.8465242,8.796269,9.458845,10.519568,12.160654
-10.0,-33.5,6.920267,8.883243,9.540668,10.580975,12.270377
-10.0,-33.25,7.010639,8.949552,9.626658,10.62794,12.371416
-10.0,-33.0,7.067797,9.033011,9.643327,10.648298,12.435943
-10.0,-32.75,7.1174064,9.076102,9.684969,10.726151,12.459287
-10.0,-32.5,7.1606083,9.1304455,9.740529,10.748054,12.490994
-10.0,-32.25,7.2152286,9.188026,9.800418,10.823845,12.607763
-10.0,-32.0,7.2650766,9.268183,9.8631525,10.850969,12.696368
-10.0,-31.75,7.2650414,9.299478,9.87124,10.816547,12.533315
-10.0,-31.5,7.319355,9.361557,9.916713,10.885389,12.545939
-10.0,-31.25,7.3422546,9.367473,9.932936,10.862752,12.489052
-10.0,-31.0,7.3974953,9.408642,9.983354,10.895701,12.431963
-10.0,-30.75,7.414711,9.421164,10.002318,10.892264,12.326365
-10.0,-30.5,7.4591317,9.448944,10.014645,10.890553,12.20362
-10.0,-30.25,7.486186,9.4641905,10.034242,10.931988,12.3274145
-10.0,-30.0,7.5012617,9.491758,10.046928,10.913504,12.284465
-10.0,-29.75,7.5403433,9.517815,10.065092,10.960266,12.038676
-10.0,-29.5,7.568474,9.5329,10.070937,11.001338,12.06021
-10.0,-29.25,7.595582,9.541272,10.068168,11.041265,12.154138
-10.0,-29.0,7.5923324,9.538025,10.080797,11.057665,12.413288
-10.0,-28.75,7.6281977,9.565898,10.110296,11.038575,12.40927
-10.0,-28.5,7.639482,9.589243,10.127767,10.9964905,12.326795
-10.0,-28.25,7.65006,9.614071,10.144781,11.04977,12.433801
-10.0,-28.0,7.678809,9.630508,10.163322,11.039009,12.567948
-10.0,-27.75,7.6892424,9.650278,10.164522,11.059043,12.674498
-10.0,-27.5,7.702404,9.654012,10.158112,11.086058,12.708462
-10.0,-27.25,7.723221,9.671538,10.221673,11.067201,12.719898
-10.0,-27.0,7.728382,9.663124,10.197194,11.07162,12.954918
-10.0,-26.75,7.751648,9.69645,10.187596,11.087882,12.949083
-10.0,-26.5,7.7591114,9.689014,10.170077,11.091858,12.89656
-10.0,-26.25,7.7555075,9.688345,10.207116,11.074075,13.089095
-10.0,-26.0,7.7534842,9.693504,10.207711,11.12413,13.098996
-10.0,-25.75,7.7561035,9.690338,10.215621,11.112287,12.802735
-10.0,-25.5,7.7620883,9.731889,10.23568,11.151695,12.700247
-10.0,-25.25,7.7695985,9.727068,10.24798,11.137265,12.5239725
-10.0,-25.0,7.77885,9.744279,10.275663,11.189056,12.520926
-10.0,-24.75,7.7665234,9.729986,10.262758,11.224632,12.590082
-10.0,-24.5,7.7777395,9.7569685,10.281075,11.260304,12.7155075
-10.0,-24.25,7.7799735,9.745836,10.279902,11.283076,12.719265
-10.0,-24.0,7.7726493,9.737625,10.286067,11.298356,12.696232
-10.0,-23.75,7.791483,9.739656,10.302205,11.321623,12.650196
-10.0,-23.5,7.793679,9.733998,10.307439,11.292541,12.634647
-10.0,-23.25,7.7931395,9.748961,10.296787,11.299301,12.67045
-10.0,-23.0,7.7939043,9.746325,10.306851,11.292103,12.756562
-10.0,-22.75,7.7968283,9.754162,10.338713,11.331001,12.79709
-10.0,-22.5,7.797737,9.749038,10.340769,11.310498,12.7106905
-10.0,-22.25,7.806449,9.735774,10.321865,11.309902,12.636816
-10.0,-22.0,7.8073044,9.737739,10.34509,11.335189,12.7323065
-10.0,-21.75,7.793376,9.749807,10.363641,11.329071,12.760117
-10.0,-21.5,7.7832456,9.75865,10.348569,11.295132,13.025772
-10.0,-21.25,7.7890043,9.770159,10.356156,11.298499,13.010968
-10.0,-21.0,7.7709646,9.761949,10.347277,11.279149,12.891013
-10.0,-20.75,7.7770853,9.748745,10.308406,11.239765,12.902924
-10.0,-20.5,7.7802296,9.745273,10.3029375,11.242409,12.983305
-10.0,-20.25,7.7807097,9.724894,10.297408,11.247574,12.953266
-10.0,-20.0,7.766036,9.718184,10.291819,11.277437,12.840675
-10.0,-19.75,7.761739,9.70382,10.304054,11.321191,12.94966
-10.0,-19.5,7.7549806,9.693511,10.303701,11.285347,12.967909
-10.0,-19.25,7.7473464,9.679182,10.302449,11.311664,12.865172
-10.0,-19.0,7.7434845,9.661774,10.282195,11.349892,12.813854
-10.0,-18.75,7.7322793,9.649884,10.258656,11.322956,12.896808
-10.0,-18.5,7.7283955,9.629074,10.24834,11.346725,12.994034
-10.0,-18.25,7.7147694,9.628035,10.22767,11.37769,12.905169
-10.0,-18.0,7.7259717,9.635332,10.219519,11.359674,13.134558
-10.0,-17.75,7.721964,9.623828,10.204204,11.329129,13.140017
-10.0,-17.5,7.7124033,9.615888,10.215319,11.290855,13.092064
-10.0,-17.25,7.717339,9.601494,10.1921015,11.266033,12.964005
-10.0,-17.0,7.69363,9.600354,10.163831,11.238731,12.901174
-10.0,-16.75,7.6861305,9.59034,10.146804,11.277411,12.73423
-10.0,-16.5,7.6832724,9.600164,10.137094,11.286638,12.709677
-10.0,-16.25,7.677168,9.578877,10.11689,11.289521,12.718646
-10.0,-16.0,7.6587524,9.576486,10.115365,11.283722,12.778321
-10.0,-15.75,7.656374,9.55764,10.105652,11.279012,12.76465
-10.0,-15.5,7.6486235,9.558453,10.116759,11.293814,12.65369
-10.0,-15.25,7.629943,9.548444,10.097892,11.310352,12.709613
-10.0,-15.0,7.6126275,9.543267,10.105318,11.254072,12.7498665
-10.25,-85.0,6.971349,9.223433,9.936804,11.228662,13.654281
-10.25,-84.75,6.915004,9.192944,9.886029,11.205303,13.590567
-10.25,-84.5,6.858514,9.149091,9.83016,11.155246,13.588927
-10.25,-84.25,6.8303967,9.095441,9.789408,11.135251,13.547938
-10.25,-84.0,6.8118057,9.075376,9.759115,11.062502,13.476661
-10.25,-83.75,6.786357,9.049657,9.737527,11.022572,13.523967
-10.25,-83.5,6.7733564,9.060163,9.717711,11.014677,13.757246
-10.25,-83.25,6.73401,9.02374,9.669542,10.985676,13.874413
-10.25,-83.0,6.7171717,8.9811945,9.614688,10.928969,13.63329
-10.25,-82.75,6.6880054,8.966381,9.606999,10.972056,13.361703
-10.25,-82.5,6.633082,8.8745775,9.561199,10.895375,13.310023
-10.25,-82.25,6.6076746,8.8254385,9.533416,10.850718,13.354905
-10.25,-82.0,6.584907,8.786239,9.495266,10.79048,13.415806
-10.25,-81.75,6.560502,8.741699,9.421045,10.709334,13.442825
-10.25,-81.5,6.552869,8.724848,9.392667,10.6855,13.506437
-10.25,-81.25,6.50602,8.668808,9.318354,10.668528,13.521238
-10.25,-81.0,6.471465,8.565197,9.194625,10.56572,13.472996
-10.25,-80.75,6.465998,8.556696,9.214153,10.586618,13.487455
-10.25,-80.5,6.4461856,8.484201,9.145657,10.498139,13.44656
-10.25,-80.25,6.4520655,8.451235,9.124849,10.4915085,13.449384
-10.25,-80.0,6.405446,8.411696,9.078595,10.410524,13.286549
-10.25,-79.75,6.353571,8.403267,9.056237,10.337111,13.085544
-10.25,-79.5,6.3412914,8.395466,9.050048,10.32113,12.813764
-10.25,-79.25,6.321081,8.3507595,8.981914,10.2391,12.336993
-10.25,-79.0,6.397931,8.435586,9.017172,10.289213,11.979495
-10.25,-78.75,6.4076357,8.371842,8.945342,10.160288,11.913964
-10.25,-78.5,6.695648,8.762288,9.415612,10.64754,12.590898
-10.25,-78.25,6.0018477,7.7697053,8.308813,9.419215,11.293004
-10.25,-78.0,3.3074923,4.503011,4.8274994,5.410612,6.7833433
-10.25,-77.75,0.80114585,2.7656333,2.9900606,3.3283248,3.949256
-10.25,-77.5,1.1091639,2.545772,2.8229904,3.2140403,4.0557795
-10.25,-77.25,1.1365652,2.4585588,2.715702,3.1122916,3.6451664
-10.25,-77.0,1.1765058,2.1398993,2.3960614,3.1729705,4.6948056
-10.25,-76.75,1.2229183,2.67848,3.2137184,4.012259,5.255317
-10.25,-76.5,1.4032329,2.9585674,3.2468066,3.654345,4.5476365
-10.25,-76.25,1.3287455,2.3648112,2.543576,2.8132122,3.308123
-10.25,-76.0,1.4189681,2.5496414,2.7027924,2.938715,3.4710577
-10.25,-75.75,0.9439828,2.3612554,2.557567,2.8570335,3.5492373
-10.25,-75.5,0.70812017,1.8521906,2.0103714,2.283679,2.9155579
-10.25,-75.25,0.7510754,1.4920026,1.6567079,1.9448136,2.6590066
-10.25,-75.0,0.8088554,1.4045315,1.6303034,1.9855593,3.0859249
-10.25,-74.75,1.0403116,1.6825234,1.8463151,2.1426592,2.9819438
-10.25,-74.5,0.9282299,1.7482398,2.0156887,2.5925212,4.753775
-10.25,-74.25,1.037399,1.9277664,2.26664,2.8820715,4.8019643
-10.25,-74.0,1.1077979,2.1502402,2.5555062,3.2627838,4.4844933
-10.25,-73.75,1.1755209,2.305848,2.7172766,3.5140214,4.87158
-10.25,-73.5,1.3828468,2.4383645,2.7700121,3.6260443,5.033715
-10.25,-73.25,1.4615018,2.4427803,2.7504861,3.5521736,5.278631
-10.25,-73.0,1.4496303,2.4224005,2.7015746,3.4566164,5.2048097
-10.25,-72.75,1.4419639,2.4083397,2.7125459,3.483415,5.491748
-10.25,-72.5,1.4820776,2.4723265,2.8339088,3.655111,5.892135
-10.25,-72.25,1.586832,2.6043947,3.0188837,3.9047384,6.1915383
-10.25,-72.0,1.6485612,2.6595159,3.0726643,3.9087493,6.109503
-10.25,-71.75,1.6563115,2.6362746,3.024889,3.8551624,5.924993
-10.25,-71.5,1.6389025,2.6023128,2.967989,3.7555468,5.492338
-10.25,-71.25,1.6267861,2.5767987,2.9089909,3.7049303,5.5359774
-10.25,-71.0,1.6349076,2.5858748,2.9224312,3.7501774,5.49786
-10.25,-70.75,1.6597567,2.623791,2.957849,3.7947907,5.5561423
-10.25,-70.5,1.6708701,2.6469254,2.9927223,3.7958772,5.426851
-10.25,-70.25,1.6629356,2.6647384,3.012952,3.782155,5.504076
-10.25,-70.0,1.6763953,2.6571152,3.0034919,3.7289395,5.5302696
-10.25,-69.75,1.6673114,2.6394699,2.976136,3.7204514,5.1656623
-10.25,-69.5,1.664118,2.6294055,2.9825194,3.7541718,5.3799396
-10.25,-69.25,1.6812919,2.6725018,3.0462587,3.805632,5.7593675
-10.25,-69.0,1.7094581,2.692678,3.0254536,3.7665124,5.8020997
-10.25,-68.75,1.6863585,2.6768157,3.0086808,3.7506793,5.6246247
-10.25,-68.5,1.674187,2.6581955,2.9831896,3.7550275,5.6235647
-10.25,-68.25,1.645942,2.628134,2.9874618,3.7955146,5.4654474
-10.25,-68.0,1.6249495,2.621759,2.9893816,3.8108943,5.428868
-10.25,-67.75,1.6348908,2.6573174,3.0428307,3.8746805,5.680543
-10.25,-67.5,1.6512979,2.6747375,3.048472,3.8564045,5.5598135
-10.25,-67.25,1.6664736,2.6519203,2.9858527,3.7994478,5.1292596
-10.25,-67.0,1.6411688,2.6173477,2.9372103,3.762035,5.123781
-10.25,-66.75,1.6266448,2.6191947,2.940254,3.7552085,5.2835917
-10.25,-66.5,1.6133318,2.628509,2.9720657,3.8247397,5.3061004
-10.25,-66.25,1.6211624,2.6428616,2.9777033,3.8200765,5.206532
-10.25,-66.0,1.622916,2.628923,2.9657333,3.8072524,5.124526
-10.25,-65.75,1.6167691,2.6467743,2.991624,3.8031707,5.101879
-10.25,-65.5,1.5957438,2.6803339,3.0220835,3.8454916,4.932754
-10.25,-65.25,1.587512,2.6634676,3.0325391,3.901883,4.947482
-10.25,-65.0,1.5719981,2.6642468,3.0360389,3.8048847,4.944856
-10.25,-64.75,1.5740304,2.64498,3.0032015,3.8013766,5.1305585
-10.25,-64.5,1.5256703,2.589892,2.9686086,3.7316322,5.0499997
-10.25,-64.25,1.441652,2.4792569,2.8531752,3.4696908,4.769645
-10.25,-64.0,1.3563342,2.3534913,2.718929,3.2665086,4.6619554
-10.25,-63.75,1.3363364,2.3190877,2.6769085,3.3020513,4.7536006
-10.25,-63.5,1.379077,2.4116724,2.8006995,3.604371,4.959241
-10.25,-63.25,1.397991,2.5290644,2.9461703,3.8160262,5.0448833
-10.25,-63.0,1.4652247,2.593214,3.0011752,3.8948805,5.0312285
-10.25,-62.75,1.4722666,2.5544915,2.9463005,3.8314626,5.116282
