phase,quad_type,cell_x,cell_y,nivel,n_ciclones_contrib,n_ciclones,taxa_contagem_media,taxa_acumulada_media,cell_center_x_km,cell_center_y_km
decay,fixed,-3,-3,b99,550,1699,0.06212296905913878,1.0439076713700328,-250.0,-250.0
decay,fixed,-3,-3,q90,758,1699,0.16273263891667353,2.4831139312668595,-250.0,-250.0
decay,fixed,-3,-3,q95,550,1699,0.09456671739409936,1.5379101464111615,-250.0,-250.0
decay,fixed,-3,-3,q99,234,1699,0.02664563980988928,0.4819076666249074,-250.0,-250.0
decay,fixed,-3,-2,15_6,499,1699,0.08317582362954469,1.4521042632694132,-250.0,-150.0
decay,fixed,-3,-2,20_0,91,1699,0.006658860202323414,0.14099224069482574,-250.0,-150.0
decay,fixed,-3,-2,25_0,1,1699,9.05510028523566e-05,0.002358787233683664,-250.0,-150.0
decay,fixed,-3,-2,b90,1080,1699,0.23505450962644642,3.44602493711784,-250.0,-150.0
decay,fixed,-3,-2,b95,834,1699,0.1484450677482634,2.3173751943026843,-250.0,-150.0
decay,fixed,-3,-2,b99,595,1699,0.07010814336403744,1.1822379973148716,-250.0,-150.0
decay,fixed,-3,-2,q90,793,1699,0.17591078548676156,2.6924535167298616,-250.0,-150.0
decay,fixed,-3,-2,q95,595,1699,0.10638943488509885,1.7332182126670854,-250.0,-150.0
decay,fixed,-3,-2,q99,264,1699,0.02978613207483663,0.5451859371992895,-250.0,-150.0
decay,fixed,-3,-1,15_6,571,1699,0.10041178752277846,1.7638204247331357,-250.0,-50.0
decay,fixed,-3,-1,20_0,118,1699,0.009099715571743418,0.19362642433870528,-250.0,-50.0
decay,fixed,-3,-1,25_0,2,1699,0.0001918034878599917,0.005006462108975211,-250.0,-50.0
decay,fixed,-3,-1,b90,1156,1699,0.26167836210538725,3.8868529594417414,-250.0,-50.0
decay,fixed,-3,-1,b95,918,1699,0.1698071013967306,2.682214367926816,-250.0,-50.0
decay,fixed,-3,-1,b99,673,1699,0.08308191664909652,1.4130141657925486,-250.0,-50.0
decay,fixed,-3,-1,q90,882,1699,0.20045618174651408,3.1067995390267615,-250.0,-50.0
decay,fixed,-3,-1,q95,673,1699,0.1241072425693993,2.037223008785086,-250.0,-50.0
decay,fixed,-3,-1,q99,312,1699,0.03704586959664291,0.6857932460645882,-250.0,-50.0
decay,fixed,-3,0,15_6,674,1699,0.1307331997446622,2.314970650162352,-250.0,50.0
decay,fixed,-3,0,20_0,166,1699,0.013752439601190316,0.2941200720327079,-250.0,50.0
decay,fixed,-3,0,25_0,4,1699,0.00021291722292310876,0.005463173053932359,-250.0,50.0
decay,fixed,-3,0,b90,1231,1699,0.315637033021716,4.7638029508454665,-250.0,50.0
decay,fixed,-3,0,b95,1022,1699,0.20871774501892007,3.346307340267512,-250.0,50.0
decay,fixed,-3,0,b99,782,1699,0.10593846157301645,1.829405310792661,-250.0,50.0
decay,fixed,-3,0,q90,988,1699,0.24386557083843635,3.837674618336367,-250.0,50.0
decay,fixed,-3,0,q95,782,1699,0.1541462658678552,2.574261971440138,-250.0,50.0
decay,fixed,-3,0,q99,404,1699,0.05053152959489262,0.9429649639890407,-250.0,50.0
decay,fixed,-3,1,15_6,741,1699,0.17216060014272327,3.0799344118266867,-250.0,150.0
decay,fixed,-3,1,20_0,220,1699,0.02416478748875871,0.5180670893959355,-250.0,150.0
decay,fixed,-3,1,25_0,11,1699,0.0005437505184796101,0.014192802609676567,-250.0,150.0
decay,fixed,-3,1,b90,1289,1699,0.3710988916813107,5.7134252229154825,-250.0,150.0
decay,fixed,-3,1,b95,1098,1699,0.25440823534231244,4.164619350599852,-250.0,150.0
decay,fixed,-3,1,b99,867,1699,0.1364519351394555,2.4042536033167616,-250.0,150.0
decay,fixed,-3,1,q90,1066,1699,0.29248194929864013,4.702563952404706,-250.0,150.0
decay,fixed,-3,1,q95,867,1699,0.19369483867643728,3.2982947050984954,-250.0,150.0
decay,fixed,-3,1,q99,476,1699,0.06933518735556149,1.3169931330355242,-250.0,150.0
decay,fixed,-3,2,15_6,786,1699,0.20189826736665234,3.637849193795946,-250.0,250.0
decay,fixed,-3,2,20_0,268,1699,0.033283242300552976,0.715364342065358,-250.0,250.0
decay,fixed,-3,2,25_0,16,1699,0.0010079180708370758,0.02617225609015624,-250.0,250.0
decay,fixed,-3,2,b90,1324,1699,0.40263643244964004,6.2703853410902886,-250.0,250.0
decay,fixed,-3,2,b95,1132,1699,0.28285440250700583,4.69469780382567,-250.0,250.0
decay,fixed,-3,2,b99,894,1699,0.1584936683515244,2.8339130138744797,-250.0,250.0
decay,fixed,-3,2,q90,1098,1699,0.3229165742605249,5.253549010928953,-250.0,250.0
decay,fixed,-3,2,q95,894,1699,0.2182237054393776,3.775284725755658,-250.0,250.0
decay,fixed,-3,2,q99,523,1699,0.08621124084699672,1.6541247091212135,-250.0,250.0
decay,fixed,-3,3,15_6,773,1699,0.20783436259347454,3.7554332581317547,-250.0,350.0
decay,fixed,-3,3,20_0,268,1699,0.03556858145830848,0.7635078936611228,-250.0,350.0
decay,fixed,-3,3,25_0,16,1699,0.0010569189413968615,0.027174225372600294,-250.0,350.0
decay,fixed,-3,3,b90,1347,1699,0.4130763608206309,6.418925001483694,-250.0,350.0
decay,fixed,-3,3,b95,1127,1699,0.29239281944010775,4.839118819693531,-250.0,350.0
decay,fixed,-3,3,b99,890,1699,0.1646831908702558,2.940874125547049,-250.0,350.0
decay,fixed,-3,3,q90,1098,1699,0.33397543752902664,5.418391292917189,-250.0,350.0
decay,fixed,-3,3,q95,890,1699,0.2269423729421442,3.9098551066036316,-250.0,350.0
decay,fixed,-3,3,q99,520,1699,0.09097448780473315,1.7467235938830235,-250.0,350.0
decay,fixed,-3,4,15_6,735,1699,0.19368868348028465,3.49200562429577,-250.0,450.0
decay,fixed,-3,4,20_0,228,1699,0.03204318341793461,0.6839173930969985,-250.0,450.0
decay,fixed,-3,4,25_0,9,1699,0.0003349917910870033,0.008586041210157472,-250.0,450.0
decay,fixed,-3,4,b90,1341,1699,0.4065459210153781,6.216787372907761,-250.0,450.0
decay,fixed,-3,4,b95,1129,1699,0.2826833842792548,4.610669446503877,-250.0,450.0
decay,fixed,-3,4,b99,859,1699,0.15509043354397692,2.741888450855626,-250.0,450.0
decay,fixed,-3,4,q90,1100,1699,0.32433702583351687,5.182705611062527,-250.0,450.0
decay,fixed,-3,4,q95,859,1699,0.21661053465998564,3.690038204953169,-250.0,450.0
decay,fixed,-3,4,q99,475,1699,0.08048131404471816,1.5385801964814236,-250.0,450.0
decay,fixed,-3,5,15_6,676,1699,0.17261173042661238,3.083842240573711,-250.0,550.0
decay,fixed,-3,5,20_0,183,1699,0.02289244826063977,0.48650639259027867,-250.0,550.0
decay,fixed,-3,5,25_0,4,1699,0.00010310996107167673,0.0026353009617523745,-250.0,550.0
decay,fixed,-3,5,b90,1313,1699,0.38395830720526525,5.740066846205573,-250.0,550.0
decay,fixed,-3,5,b95,1111,1699,0.2599659858308942,4.1588822312961184,-250.0,550.0
decay,fixed,-3,5,b99,836,1699,0.1364125904927022,2.360560367694637,-250.0,550.0
decay,fixed,-3,5,q90,1077,1699,0.3003533246811997,4.708928621517353,-250.0,550.0
decay,fixed,-3,5,q95,836,1699,0.19634449608332974,3.276946896381471,-250.0,550.0
decay,fixed,-3,5,q99,416,1699,0.06442040228699637,1.2122666938464781,-250.0,550.0
decay,fixed,-3,6,15_6,602,1699,0.146980028439531,2.595142400956495,-250.0,650.0
decay,fixed,-3,6,20_0,129,1699,0.015337976548957084,0.32378676552131297,-250.0,650.0
decay,fixed,-3,6,25_0,2,1699,4.402719582464137e-05,0.00112833263086171,-250.0,650.0
decay,fixed,-3,6,b90,1305,1699,0.3561560955522359,5.172626029339,-250.0,650.0
decay,fixed,-3,6,b95,1066,1699,0.2312671388227418,3.594235093302925,-250.0,650.0
decay,fixed,-3,6,b99,783,1699,0.11257043651974982,1.9042217645534478,-250.0,650.0
decay,fixed,-3,6,q90,1039,1699,0.2713222531471,4.13173761351035,-250.0,650.0
decay,fixed,-3,6,q95,783,1699,0.16710947449886898,2.7216374745661964,-250.0,650.0
decay,fixed,-3,6,q99,343,1699,0.05142511489795255,0.9454671895094628,-250.0,650.0
decay,fixed,-3,7,15_6,539,1699,0.12016458351146597,2.098258312509734,-250.0,750.0
decay,fixed,-3,7,20_0,84,1699,0.008965133240328604,0.18826698913198142,-250.0,750.0
decay,fixed,-3,7,25_0,2,1699,5.1647287409675454e-05,0.0013164230471675712,-250.0,750.0
decay,fixed,-3,7,b90,1271,1699,0.32398597694064385,4.575089867560492,-250.0,750.0
decay,fixed,-3,7,b95,1031,1699,0.20224244733661506,3.0676392470508835,-250.0,750.0
decay,fixed,-3,7,b99,735,1699,0.0928588865781992,1.5216861486363196,-250.0,750.0
decay,fixed,-3,7,q90,996,1699,0.2415102458878797,3.585450218935258,-250.0,750.0
decay,fixed,-3,7,q95,735,1699,0.14290750564421967,2.2613735710887823,-250.0,750.0
decay,fixed,-3,7,q99,299,1699,0.0387745089356315,0.6879586643551894,-250.0,750.0
decay,fixed,-3,8,15_6,479,1699,0.09628171664840479,1.6620066704959462,-250.0,850.0
decay,fixed,-3,8,20_0,53,1699,0.004673632399363626,0.09746638193898671,-250.0,850.0
decay,fixed,-3,8,b90,1224,1699,0.2960188066290979,4.055661607755466,-250.0,850.0
decay,fixed,-3,8,b95,982,1699,0.17967754040542933,2.62473305782261,-250.0,850.0
decay,fixed,-3,8,b99,680,1699,0.07510663463103098,1.185606666123162,-250.0,850.0
decay,fixed,-3,8,q90,953,1699,0.21792707243372006,3.1163729390779973,-250.0,850.0
decay,fixed,-3,8,q95,680,1699,0.12191319345911267,1.8643664940678872,-250.0,850.0
decay,fixed,-3,8,q99,222,1699,0.026970382912786167,0.46302238548321234,-250.0,850.0
decay,fixed,-3,9,15_6,434,1699,0.07451119638138227,1.2774122300725725,-250.0,950.0
decay,fixed,-3,9,20_0,36,1699,0.0026984422162241025,0.05610209263995982,-250.0,950.0
decay,fixed,-3,9,b90,1211,1699,0.2675106322647079,3.536731891554103,-250.0,950.0
decay,fixed,-3,9,b95,942,1699,0.15583675842899078,2.1952604466670693,-250.0,950.0
decay,fixed,-3,9,b99,619,1699,0.06196077547717612,0.9386328727978126,-250.0,950.0
decay,fixed,-3,9,q90,912,1699,0.19074618652075723,2.6390322459836093,-250.0,950.0
decay,fixed,-3,9,q95,619,1699,0.10235653670622716,1.5026963807655083,-250.0,950.0
decay,fixed,-3,9,q99,180,1699,0.021186685556934343,0.3442417922943144,-250.0,950.0
decay,fixed,-3,10,15_6,374,1699,0.05608641362067928,0.9575106709627106,-250.0,1050.0
decay,fixed,-3,10,20_0,27,1699,0.001547079015143992,0.03204983389140553,-250.0,1050.0
decay,fixed,-3,10,b90,1165,1699,0.23587352600389885,3.022275654262572,-250.0,1050.0
decay,fixed,-3,10,b95,902,1699,0.1315825560944717,1.794195647043956,-250.0,1050.0
decay,fixed,-3,10,b99,556,1699,0.050436393671647387,0.734302850359516,-250.0,1050.0
decay,fixed,-3,10,q90,856,1699,0.16211716327739617,2.17312687822984,-250.0,1050.0
decay,fixed,-3,10,q95,556,1699,0.08418229368876334,1.1993079073902275,-250.0,1050.0
decay,fixed,-3,10,q99,158,1699,0.016063231466589917,0.2515461052661536,-250.0,1050.0
decay,fixed,-2,-11,15_6,277,1699,0.03480586580476347,0.6064975263233773,-150.0,-1050.0
decay,fixed,-2,-11,20_0,37,1699,0.0029737231880891564,0.06487811899473761,-150.0,-1050.0
decay,fixed,-2,-11,25_0,4,1699,0.00011149283740035327,0.0029967808028651976,-150.0,-1050.0
decay,fixed,-2,-11,b90,901,1699,0.15036416294559804,2.1430488371968046,-150.0,-1050.0
decay,fixed,-2,-11,b95,633,1699,0.08056326317979656,1.2301526373432352,-150.0,-1050.0
decay,fixed,-2,-11,b99,367,1699,0.03263701860487225,0.5388099933368634,-150.0,-1050.0
decay,fixed,-2,-11,q90,581,1699,0.1009518250159048,1.5121520598418048,-150.0,-1050.0
decay,fixed,-2,-11,q95,367,1699,0.05024856410643555,0.8060327028098367,-150.0,-1050.0
decay,fixed,-2,-11,q99,120,1699,0.013853971830224576,0.2438751928757641,-150.0,-1050.0
decay,fixed,-2,-10,15_6,269,1699,0.0331950409897793,0.5773609728286733,-150.0,-950.0
decay,fixed,-2,-10,20_0,33,1699,0.0030288960429074043,0.06658480729458935,-150.0,-950.0
decay,fixed,-2,-10,25_0,5,1699,0.00016111420714402688,0.004319114018564253,-150.0,-950.0
decay,fixed,-2,-10,b90,871,1699,0.1414022249573981,2.0150745805777306,-150.0,-950.0
decay,fixed,-2,-10,b95,598,1699,0.07571817288271472,1.1610681001950884,-150.0,-950.0
decay,fixed,-2,-10,b99,351,1699,0.03072891396911285,0.5106130173309934,-150.0,-950.0
decay,fixed,-2,-10,q90,555,1699,0.09385828992719229,1.4103895844276246,-150.0,-950.0
decay,fixed,-2,-10,q95,351,1699,0.04870022007757161,0.784887723196056,-150.0,-950.0
decay,fixed,-2,-10,q99,115,1699,0.012935429060909704,0.23084188665153152,-150.0,-950.0
decay,fixed,-2,-9,15_6,273,1699,0.03191922979146992,0.5588592095261199,-150.0,-850.0
decay,fixed,-2,-9,20_0,36,1699,0.0029615085606160703,0.06678351651495865,-150.0,-850.0
decay,fixed,-2,-9,25_0,7,1699,0.0003622961362203755,0.009546167348420821,-150.0,-850.0
decay,fixed,-2,-9,b90,840,1699,0.13282450607018637,1.8930124685406406,-150.0,-850.0
decay,fixed,-2,-9,b95,564,1699,0.0709762635732646,1.0965380886691094,-150.0,-850.0
decay,fixed,-2,-9,b99,328,1699,0.0291953101716386,0.496159259170527,-150.0,-850.0
decay,fixed,-2,-9,q90,534,1699,0.0882463005339453,1.3326397927745075,-150.0,-850.0
decay,fixed,-2,-9,q95,328,1699,0.04534080083888727,0.7393879221671891,-150.0,-850.0
decay,fixed,-2,-9,q99,130,1699,0.012529091946052416,0.2340151342822585,-150.0,-850.0
decay,fixed,-2,-8,15_6,285,1699,0.03191950024426459,0.563748997828515,-150.0,-750.0
decay,fixed,-2,-8,20_0,45,1699,0.0037605809423375317,0.08489773911298862,-150.0,-750.0
decay,fixed,-2,-8,25_0,9,1699,0.0007310154536825948,0.01942116949779078,-150.0,-750.0
decay,fixed,-2,-8,b90,828,1699,0.1341430663199305,1.9151353444650943,-150.0,-750.0
decay,fixed,-2,-8,b95,557,1699,0.07226332406998102,1.1178757931018812,-150.0,-750.0
decay,fixed,-2,-8,b99,328,1699,0.03049344479258434,0.5194238442094028,-150.0,-750.0
decay,fixed,-2,-8,q90,524,1699,0.08972635381723454,1.354683137146188,-150.0,-750.0
decay,fixed,-2,-8,q95,328,1699,0.04729731413706633,0.7718294829592875,-150.0,-750.0
decay,fixed,-2,-8,q99,131,1699,0.012758028991975411,0.24232793923549173,-150.0,-750.0
decay,fixed,-2,-7,15_6,297,1699,0.03816522465320762,0.6782081182404325,-150.0,-650.0
decay,fixed,-2,-7,20_0,60,1699,0.005423716984213114,0.12150318550648817,-150.0,-650.0
decay,fixed,-2,-7,25_0,9,1699,0.0007127281598291248,0.019873378294539223,-150.0,-650.0
decay,fixed,-2,-7,b90,838,1699,0.14387333749070896,2.074846313382135,-150.0,-650.0
decay,fixed,-2,-7,b95,585,1699,0.07964075028498856,1.2504882830559791,-150.0,-650.0
decay,fixed,-2,-7,b99,359,1699,0.03526162579134781,0.6117013266582731,-150.0,-650.0
decay,fixed,-2,-7,q90,553,1699,0.09684711314777841,1.4846018199589528,-150.0,-650.0
decay,fixed,-2,-7,q95,359,1699,0.05280973876503673,0.8781599523148121,-150.0,-650.0
decay,fixed,-2,-7,q99,143,1699,0.01666900155110858,0.32023308378546367,-150.0,-650.0
decay,fixed,-2,-6,15_6,339,1699,0.04679319022882132,0.8344681134309774,-150.0,-550.0
decay,fixed,-2,-6,20_0,64,1699,0.006469187556078221,0.14759445078085384,-150.0,-550.0
decay,fixed,-2,-6,25_0,15,1699,0.0013323536820500999,0.036760968361180445,-150.0,-550.0
decay,fixed,-2,-6,b90,867,1699,0.16591804650661401,2.4196309858060485,-150.0,-550.0
decay,fixed,-2,-6,b95,645,1699,0.09714112577456717,1.5296398869492116,-150.0,-550.0
decay,fixed,-2,-6,b99,409,1699,0.04302699573847958,0.7489994412333771,-150.0,-550.0
decay,fixed,-2,-6,q90,609,1699,0.11719709529792133,1.8034058333097516,-150.0,-550.0
decay,fixed,-2,-6,q95,409,1699,0.06580242563411964,1.0940744917291298,-150.0,-550.0
decay,fixed,-2,-6,q99,159,1699,0.019403695032019688,0.37647394200564077,-150.0,-550.0
decay,fixed,-2,-5,15_6,393,1699,0.0592611776144803,1.0500871831271612,-150.0,-450.0
decay,fixed,-2,-5,20_0,69,1699,0.006273955264783795,0.14401519683724642,-150.0,-450.0
decay,fixed,-2,-5,25_0,15,1699,0.0015165132726569352,0.04130231360798413,-150.0,-450.0
decay,fixed,-2,-5,b90,917,1699,0.1922234738303782,2.8275845726490423,-150.0,-450.0
decay,fixed,-2,-5,b95,686,1699,0.11962280701412077,1.8816349086639033,-150.0,-450.0
decay,fixed,-2,-5,b99,469,1699,0.05405250788941037,0.9313840945908819,-150.0,-450.0
decay,fixed,-2,-5,q90,657,1699,0.14281493561613814,2.200696768892832,-150.0,-450.0
decay,fixed,-2,-5,q95,469,1699,0.08292864272248289,1.3706352092552658,-150.0,-450.0
decay,fixed,-2,-5,q99,202,1699,0.023129300607181772,0.44146011190392304,-150.0,-450.0
decay,fixed,-2,-4,15_6,449,1699,0.06960435185872307,1.2272725730787966,-150.0,-350.0
decay,fixed,-2,-4,20_0,73,1699,0.006910954664084933,0.15384750391453078,-150.0,-350.0
decay,fixed,-2,-4,25_0,12,1699,0.0007654617796713304,0.020935138206393564,-150.0,-350.0
decay,fixed,-2,-4,b90,973,1699,0.21124392718923143,3.1123411130017944,-150.0,-350.0
decay,fixed,-2,-4,b95,746,1699,0.13277291521457432,2.089292877980848,-150.0,-350.0
decay,fixed,-2,-4,b99,516,1699,0.06348524505319741,1.0841251766917124,-150.0,-350.0
decay,fixed,-2,-4,q90,725,1699,0.15698155741298345,2.422677908508032,-150.0,-350.0
decay,fixed,-2,-4,q95,516,1699,0.0948892113561017,1.560901699716813,-150.0,-350.0
decay,fixed,-2,-4,q99,231,1699,0.02709249862916457,0.510556597593617,-150.0,-350.0
decay,fixed,-2,-3,15_6,473,1699,0.07068272400886821,1.2404480336718098,-150.0,-250.0
decay,fixed,-2,-3,20_0,83,1699,0.0063622295312790325,0.13881368720551243,-150.0,-250.0
decay,fixed,-2,-3,25_0,7,1699,0.0005489075568489828,0.014655050399150616,-150.0,-250.0
decay,fixed,-2,-3,b90,1028,1699,0.21343343755885166,3.1287357172511943,-150.0,-250.0
decay,fixed,-2,-3,b95,792,1699,0.13306008862631857,2.080522705082413,-150.0,-250.0
decay,fixed,-2,-3,b99,546,1699,0.06263205642719269,1.0622631783257903,-150.0,-250.0
decay,fixed,-2,-3,q90,756,1699,0.15865716816680836,2.4296798724919615,-150.0,-250.0
decay,fixed,-2,-3,q95,546,1699,0.09394588201264616,1.5388765592983389,-150.0,-250.0
decay,fixed,-2,-3,q99,226,1699,0.02692526301370036,0.4991323074577208,-150.0,-250.0
decay,fixed,-2,-2,15_6,460,1699,0.06713447791025687,1.1750437777632123,-150.0,-150.0
decay,fixed,-2,-2,20_0,80,1699,0.006024772780700665,0.12919654463808147,-150.0,-150.0
decay,fixed,-2,-2,25_0,2,1699,0.00020789771063041052,0.005702514987024164,-150.0,-150.0
decay,fixed,-2,-2,b90,1048,1699,0.20377541054384796,2.973375404321081,-150.0,-150.0
decay,fixed,-2,-2,b95,791,1699,0.12826243967010256,1.9868819004151688,-150.0,-150.0
decay,fixed,-2,-2,b99,544,1699,0.058976197413039666,0.9901120904652861,-150.0,-150.0
decay,fixed,-2,-2,q90,760,1699,0.15255507232266713,2.321661687809889,-150.0,-150.0
decay,fixed,-2,-2,q95,544,1699,0.08997014741326982,1.454729830598098,-150.0,-150.0
decay,fixed,-2,-2,q99,235,1699,0.025031419393545414,0.45979796348473523,-150.0,-150.0
decay,fixed,-2,-1,15_6,528,1699,0.0747137004504739,1.3060687804243085,-150.0,-50.0
decay,fixed,-2,-1,20_0,91,1699,0.006479162566530081,0.13901388681058086,-150.0,-50.0
decay,fixed,-2,-1,25_0,3,1699,0.00021444123857308084,0.005602499402190492,-150.0,-50.0
decay,fixed,-2,-1,b90,1116,1699,0.21748273109312066,3.1798450724816116,-150.0,-50.0
decay,fixed,-2,-1,b95,859,1699,0.13441398454471473,2.091416786777826,-150.0,-50.0
decay,fixed,-2,-1,b99,605,1699,0.06131627290922751,1.031516110970821,-150.0,-50.0
decay,fixed,-2,-1,q90,816,1699,0.16036494474787347,2.4512783294151674,-150.0,-50.0
decay,fixed,-2,-1,q95,605,1699,0.09435446739943575,1.5294827762905223,-150.0,-50.0
decay,fixed,-2,-1,q99,254,1699,0.02562079873757598,0.47336049533207547,-150.0,-50.0
decay,fixed,-2,0,15_6,638,1699,0.10787701240059018,1.8999255913009077,-150.0,50.0
decay,fixed,-2,0,20_0,147,1699,0.010398971378247282,0.2228081736267862,-150.0,50.0
decay,fixed,-2,0,25_0,4,1699,0.00015739355056600495,0.004041328327003503,-150.0,50.0
decay,fixed,-2,0,b90,1241,1699,0.2840533026590369,4.237026868023687,-150.0,50.0
decay,fixed,-2,0,b95,987,1699,0.1762933431396491,2.8051008329915086,-150.0,50.0
decay,fixed,-2,0,b99,730,1699,0.08326076924820805,1.432220980428871,-150.0,50.0
decay,fixed,-2,0,q90,950,1699,0.21064284717874984,3.2852705104140085,-150.0,50.0
decay,fixed,-2,0,q95,730,1699,0.12538324240429763,2.0797983564936953,-150.0,50.0
decay,fixed,-2,0,q99,350,1699,0.03674051979884529,0.6897721404995136,-150.0,50.0
decay,fixed,-2,1,15_6,754,1699,0.166379256635228,2.962678710687877,-150.0,150.0
decay,fixed,-2,1,20_0,221,1699,0.021471450699519865,0.46045741340159146,-150.0,150.0
decay,fixed,-2,1,25_0,12,1699,0.0005015658468860966,0.012962723439885594,-150.0,150.0
decay,fixed,-2,1,b90,1314,1699,0.3669328659939246,5.63450914716435,-150.0,150.0
decay,fixed,-2,1,b95,1102,1699,0.24398494133814416,3.9935913032874386,-150.0,150.0
decay,fixed,-2,1,b99,866,1699,0.12582750661138659,2.217156686419656,-150.0,150.0
decay,fixed,-2,1,q90,1072,1699,0.28426933663356957,4.563529310165816,-150.0,150.0
decay,fixed,-2,1,q95,866,1699,0.1820320079152089,3.0999731398569486,-150.0,150.0
decay,fixed,-2,1,q99,455,1699,0.06009524675519266,1.1488429768719899,-150.0,150.0
decay,fixed,-2,2,15_6,810,1699,0.20723456156553358,3.7296821191719394,-150.0,250.0
decay,fixed,-2,2,20_0,266,1699,0.03340016189037615,0.7192902498073307,-150.0,250.0
decay,fixed,-2,2,25_0,17,1699,0.001082640411334702,0.028013270526170263,-150.0,250.0
decay,fixed,-2,2,b90,1364,1699,0.41780045514625025,6.5148423288478945,-150.0,250.0
decay,fixed,-2,2,b95,1171,1699,0.2907122347780147,4.832160470703165,-150.0,250.0
decay,fixed,-2,2,b99,905,1699,0.15879945079274999,2.851301628451396,-150.0,250.0
decay,fixed,-2,2,q90,1139,1699,0.333089932741485,5.427726521932794,-150.0,250.0
decay,fixed,-2,2,q95,905,1699,0.22139660859118726,3.8373244595974216,-150.0,250.0
decay,fixed,-2,2,q99,516,1699,0.08379542409204623,1.6220339999593993,-150.0,250.0
decay,fixed,-2,3,15_6,807,1699,0.22037080527733352,3.983206808294202,-150.0,350.0
decay,fixed,-2,3,20_0,271,1699,0.038370546492790175,0.8252027979067503,-150.0,350.0
decay,fixed,-2,3,25_0,15,1699,0.00106241134260262,0.027376972066496315,-150.0,350.0
decay,fixed,-2,3,b90,1381,1699,0.43779511683891775,6.815525397347316,-150.0,350.0
decay,fixed,-2,3,b95,1182,1699,0.3106052026557407,5.144131256491924,-150.0,350.0
decay,fixed,-2,3,b99,936,1699,0.17118174163606986,3.075889400146898,-150.0,350.0
decay,fixed,-2,3,q90,1150,1699,0.35525111848771196,5.765731818754784,-150.0,350.0
decay,fixed,-2,3,q95,936,1699,0.2376743942966261,4.110147260386898,-150.0,350.0
decay,fixed,-2,3,q99,526,1699,0.09439679886010963,1.8302211110641833,-150.0,350.0
decay,fixed,-2,4,15_6,747,1699,0.20661593275503054,3.727841716173373,-150.0,450.0
decay,fixed,-2,4,20_0,239,1699,0.03459076577774815,0.7396146671342831,-150.0,450.0
decay,fixed,-2,4,25_0,10,1699,0.00046740198373281953,0.011973624189142044,-150.0,450.0
decay,fixed,-2,4,b90,1379,1699,0.43130547650265944,6.619007667893644,-150.0,450.0
decay,fixed,-2,4,b95,1168,1699,0.29902653955615427,4.904261203887346,-150.0,450.0
decay,fixed,-2,4,b99,909,1699,0.16310340086317246,2.9002431356580307,-150.0,450.0
decay,fixed,-2,4,q90,1128,1699,0.34324159829676854,5.513226871014611,-150.0,450.0
decay,fixed,-2,4,q95,909,1699,0.2272490712784934,3.89861986690928,-150.0,450.0
decay,fixed,-2,4,q99,494,1699,0.08524409531572678,1.6387156491297843,-150.0,450.0
decay,fixed,-2,5,15_6,675,1699,0.18287731318596892,3.273898222719454,-150.0,550.0
decay,fixed,-2,5,20_0,193,1699,0.02485186059476219,0.5292103047276855,-150.0,550.0
decay,fixed,-2,5,25_0,5,1699,0.0001459748329849557,0.0037388945372604154,-150.0,550.0
decay,fixed,-2,5,b90,1357,1699,0.40768227669092466,6.125368060570116,-150.0,550.0
decay,fixed,-2,5,b95,1115,1699,0.2774072920638808,4.450569376422841,-150.0,550.0
decay,fixed,-2,5,b99,858,1699,0.14527609443646636,2.5255789163309665,-150.0,550.0
decay,fixed,-2,5,q90,1096,1699,0.3198047587334767,5.030629013613432,-150.0,550.0
decay,fixed,-2,5,q95,858,1699,0.20887884998054201,3.4983750128174926,-150.0,550.0
decay,fixed,-2,5,q99,424,1699,0.06917642981000748,1.3085840579289383,-150.0,550.0
decay,fixed,-2,6,15_6,622,1699,0.1572188015294097,2.7775139175433536,-150.0,650.0
decay,fixed,-2,6,20_0,129,1699,0.01667524811467362,0.35292648685733585,-150.0,650.0
decay,fixed,-2,6,25_0,2,1699,5.1647287409675454e-05,0.0013312607662160035,-150.0,650.0
decay,fixed,-2,6,b90,1311,1699,0.3757247390345711,5.496164631791574,-150.0,650.0
decay,fixed,-2,6,b95,1087,1699,0.24835798878339305,3.875377790787675,-150.0,650.0
decay,fixed,-2,6,b99,818,1699,0.12112906173834152,2.0519391015777666,-150.0,650.0
decay,fixed,-2,6,q90,1050,1699,0.290770829580339,4.448528234164077,-150.0,650.0
decay,fixed,-2,6,q95,818,1699,0.18094541719301496,2.948119672133019,-150.0,650.0
decay,fixed,-2,6,q99,366,1699,0.054781666058934426,1.0145865478427116,-150.0,650.0
decay,fixed,-2,7,15_6,551,1699,0.12708817983279683,2.221128487770074,-150.0,750.0
decay,fixed,-2,7,20_0,92,1699,0.009717579408764856,0.20450573531598676,-150.0,750.0
decay,fixed,-2,7,25_0,3,1699,0.00013026123226194376,0.0034504811608953305,-150.0,750.0
decay,fixed,-2,7,b90,1276,1699,0.34043337075283725,4.823515090931298,-150.0,750.0
decay,fixed,-2,7,b95,1049,1699,0.215170243183279,3.2624216612604124,-150.0,750.0
decay,fixed,-2,7,b99,752,1699,0.09766771170282755,1.6075471499907152,-150.0,750.0
decay,fixed,-2,7,q90,1007,1699,0.25583544661261076,3.804056958562018,-150.0,750.0
decay,fixed,-2,7,q95,752,1699,0.15135817620107112,2.403932106274796,-150.0,750.0
