phase,quad_type,cell_x,cell_y,nivel,n_ciclones_contrib,n_ciclones,taxa_contagem_media,taxa_acumulada_media,cell_center_x_km,cell_center_y_km
intensification,fixed,3,0,20_0,144,1751,0.009425397299559685,0.1989802497399931,350.0,50.0
intensification,fixed,3,0,25_0,4,1751,8.469655282181356e-05,0.0022320726910251545,350.0,50.0
intensification,fixed,3,0,b90,1473,1751,0.4561730608661063,6.608323942807771,350.0,50.0
intensification,fixed,3,0,b95,1269,1751,0.3036966549839799,4.6502006229198445,350.0,50.0
intensification,fixed,3,0,b99,978,1751,0.1476526051041789,2.4321001207716093,350.0,50.0
intensification,fixed,3,0,q90,1231,1751,0.3567961716230312,5.36245100715218,350.0,50.0
intensification,fixed,3,0,q95,978,1751,0.22119448480947582,3.524955850857677,350.0,50.0
intensification,fixed,3,0,q99,457,1751,0.06440316183703076,1.1440323921743067,350.0,50.0
intensification,fixed,3,1,15_6,800,1751,0.16156682329785138,2.8081153695742658,350.0,150.0
intensification,fixed,3,1,20_0,138,1751,0.009982567443980952,0.2108936707450721,350.0,150.0
intensification,fixed,3,1,25_0,3,1751,7.134454157485105e-05,0.0018425871897155591,350.0,150.0
intensification,fixed,3,1,b90,1497,1751,0.4949610620574706,7.12796839825146,350.0,150.0
intensification,fixed,3,1,b95,1321,1751,0.33011725940025993,5.02959876587284,350.0,150.0
intensification,fixed,3,1,b99,1007,1751,0.1584418087189963,2.5936045662736893,350.0,150.0
intensification,fixed,3,1,q90,1289,1751,0.38682960625896096,5.790338577805236,350.0,150.0
intensification,fixed,3,1,q95,1007,1751,0.23988633507451135,3.803369481946815,350.0,150.0
intensification,fixed,3,1,q99,475,1751,0.06765788169667974,1.1939538068656326,350.0,150.0
intensification,fixed,3,2,15_6,792,1751,0.1610528377691166,2.790318298313216,350.0,250.0
intensification,fixed,3,2,20_0,129,1751,0.009123348275815091,0.19250330547657246,350.0,250.0
intensification,fixed,3,2,25_0,5,1751,0.00012130398851753444,0.0031105073764967277,350.0,250.0
intensification,fixed,3,2,b90,1502,1751,0.5121786008414367,7.299112582618449,350.0,250.0
intensification,fixed,3,2,b95,1321,1751,0.33914670630755944,5.116375307105919,350.0,250.0
intensification,fixed,3,2,b99,1000,1751,0.15886720038718888,2.5737856816830584,350.0,250.0
intensification,fixed,3,2,q90,1293,1751,0.4014319441191701,5.941524550332076,350.0,250.0
intensification,fixed,3,2,q95,1000,1751,0.2403751661436793,3.7814197749529144,350.0,250.0
intensification,fixed,3,2,q99,471,1751,0.06684114299396346,1.1601639041020266,350.0,250.0
intensification,fixed,3,3,15_6,747,1751,0.15035530024885693,2.5931622814113298,350.0,350.0
intensification,fixed,3,3,20_0,104,1751,0.007321491897116337,0.15392754827721242,350.0,350.0
intensification,fixed,3,3,25_0,2,1751,4.3240597209757686e-05,0.0011512297040303342,350.0,350.0
intensification,fixed,3,3,b90,1501,1751,0.5098899444498364,7.147043189958967,350.0,350.0
intensification,fixed,3,3,b95,1316,1751,0.33680722230829635,4.980899190301843,350.0,350.0
intensification,fixed,3,3,b99,989,1751,0.15343166519010537,2.430211415478249,350.0,350.0
intensification,fixed,3,3,q90,1280,1751,0.40035560371677786,5.815480777836098,350.0,350.0
intensification,fixed,3,3,q95,989,1751,0.23700446708577194,3.6484044937665874,350.0,350.0
intensification,fixed,3,3,q99,440,1751,0.06113912383919397,1.0324336988421299,350.0,350.0
intensification,fixed,3,4,15_6,690,1751,0.12946396433316681,2.223667473487168,350.0,450.0
intensification,fixed,3,4,20_0,87,1751,0.004941206108426096,0.10379176995353726,350.0,450.0
intensification,fixed,3,4,25_0,1,1751,2.039650811781023e-05,0.0005526201482055295,350.0,450.0
intensification,fixed,3,4,b90,1486,1751,0.491449543813425,6.751444664021125,350.0,450.0
intensification,fixed,3,4,b95,1271,1751,0.3168230622312809,4.595446617065677,350.0,450.0
intensification,fixed,3,4,b99,940,1751,0.13937604190407532,2.15707801181416,350.0,450.0
intensification,fixed,3,4,q90,1238,1751,0.37953788569664915,5.404423714585014,350.0,450.0
intensification,fixed,3,4,q95,940,1751,0.21782751078231283,3.294981542727475,350.0,450.0
intensification,fixed,3,4,q99,410,1751,0.05266344855576397,0.862742719827518,350.0,450.0
intensification,fixed,3,5,15_6,598,1751,0.10685583563911578,1.8245924603814219,350.0,550.0
intensification,fixed,3,5,20_0,67,1751,0.0030306419138460806,0.06330406615789799,350.0,550.0
intensification,fixed,3,5,25_0,1,1751,2.039650811781023e-05,0.000527864647425144,350.0,550.0
intensification,fixed,3,5,b90,1460,1751,0.46081174360679994,6.1494057191376434,350.0,550.0
intensification,fixed,3,5,b95,1224,1751,0.28896669577685413,4.0729218453940454,350.0,550.0
intensification,fixed,3,5,b99,883,1751,0.12184542669029996,1.8237154246654999,350.0,550.0
intensification,fixed,3,5,q90,1184,1751,0.34889972396649643,4.832231052098992,350.0,550.0
intensification,fixed,3,5,q95,883,1751,0.1963326063758986,2.8772455970854645,350.0,550.0
intensification,fixed,3,5,q99,380,1751,0.042675793461935306,0.6732477778288128,350.0,550.0
intensification,fixed,3,6,15_6,529,1751,0.08592636256846835,1.4570427955803322,350.0,650.0
intensification,fixed,3,6,20_0,44,1751,0.0016360211967820708,0.03439730738643848,350.0,650.0
intensification,fixed,3,6,b90,1412,1751,0.42126537041782974,5.446137502331596,350.0,650.0
intensification,fixed,3,6,b95,1163,1751,0.2584066757620475,3.5208832365574003,350.0,650.0
intensification,fixed,3,6,b99,829,1751,0.10417723861570749,1.5018553190735118,350.0,650.0
intensification,fixed,3,6,q90,1126,1751,0.3133275477078302,4.199774615973157,350.0,650.0
intensification,fixed,3,6,q95,829,1751,0.17145067503638844,2.4288576610722865,350.0,650.0
intensification,fixed,3,6,q99,310,1751,0.03246027682993161,0.490792477911402,350.0,650.0
intensification,fixed,3,7,15_6,435,1751,0.0646015111206114,1.091180490222526,350.0,750.0
intensification,fixed,3,7,20_0,27,1751,0.0008938058237691804,0.018752140583380608,350.0,750.0
intensification,fixed,3,7,b90,1345,1751,0.37469111000720084,4.686038257450938,350.0,750.0
intensification,fixed,3,7,b95,1114,1751,0.2245025351417619,2.955399136866942,350.0,750.0
intensification,fixed,3,7,b99,767,1751,0.08599126126733499,1.1961466052432939,350.0,750.0
intensification,fixed,3,7,q90,1075,1751,0.27436365537930807,3.5604034711118713,350.0,750.0
intensification,fixed,3,7,q95,767,1751,0.14657783335661975,1.9941616183022306,350.0,750.0
intensification,fixed,3,7,q99,275,1751,0.02602472237693697,0.3831943391309289,350.0,750.0
intensification,fixed,3,8,15_6,372,1751,0.04808281173733437,0.8099464971762863,350.0,850.0
intensification,fixed,3,8,20_0,22,1751,0.0007043409421178945,0.014553710412567545,350.0,850.0
intensification,fixed,3,8,b90,1305,1751,0.33317592523344675,4.019438567211802,350.0,850.0
intensification,fixed,3,8,b95,1054,1751,0.19128854855869284,2.4343776969303215,350.0,850.0
intensification,fixed,3,8,b99,673,1751,0.07244543898305071,0.9626603617104237,350.0,850.0
intensification,fixed,3,8,q90,1004,1751,0.23530573455975085,2.9574180195570263,350.0,850.0
intensification,fixed,3,8,q95,673,1751,0.12183790377124003,1.5935477732267327,350.0,850.0
intensification,fixed,3,8,q99,237,1751,0.022765554889950603,0.31208941307625165,350.0,850.0
intensification,fixed,3,9,15_6,309,1751,0.03587601697099857,0.6041917624542584,350.0,950.0
intensification,fixed,3,9,20_0,16,1751,0.0004801633055951566,0.009951781440238049,350.0,950.0
intensification,fixed,3,9,b90,1268,1751,0.2965520257689404,3.456632695502661,350.0,950.0
intensification,fixed,3,9,b95,975,1751,0.16608456210390285,2.038009472034586,350.0,950.0
intensification,fixed,3,9,b99,618,1751,0.06367439376924088,0.8041870854852977,350.0,950.0
intensification,fixed,3,9,q90,927,1751,0.20492032790613565,2.4902202452091298,350.0,950.0
intensification,fixed,3,9,q95,618,1751,0.1059245736089521,1.327281984166837,350.0,950.0
intensification,fixed,3,9,q99,213,1751,0.020931502169344068,0.26247283703845387,350.0,950.0
intensification,fixed,3,10,15_6,237,1751,0.025867869772061826,0.43524134709320245,350.0,1050.0
intensification,fixed,3,10,20_0,10,1751,0.0002635494625556836,0.005404365539382209,350.0,1050.0
intensification,fixed,3,10,b90,1191,1751,0.24842711665012016,2.808839336885369,350.0,1050.0
intensification,fixed,3,10,b95,885,1751,0.13536866548302315,1.605693732902821,350.0,1050.0
intensification,fixed,3,10,b99,569,1751,0.04967304183268714,0.6070922417103891,350.0,1050.0
intensification,fixed,3,10,q90,843,1751,0.16873977577063412,1.982902108170384,350.0,1050.0
intensification,fixed,3,10,q95,569,1751,0.0848267033887293,1.0287580239265717,350.0,1050.0
intensification,fixed,3,10,q99,169,1751,0.015141136581805955,0.18339942062276535,350.0,1050.0
intensification,fixed,4,-11,15_6,157,1751,0.016980365209371424,0.28989167725772896,450.0,-1050.0
intensification,fixed,4,-11,20_0,13,1751,0.0009589217835950257,0.021193417330150486,450.0,-1050.0
intensification,fixed,4,-11,25_0,1,1751,5.711022272986865e-05,0.0014495789698367116,450.0,-1050.0
intensification,fixed,4,-11,b90,599,1751,0.0709356195919738,1.031425848676662,450.0,-1050.0
intensification,fixed,4,-11,b95,361,1751,0.035935067882078495,0.5630511159525577,450.0,-1050.0
intensification,fixed,4,-11,b99,184,1751,0.012001142871182546,0.20603897888726913,450.0,-1050.0
intensification,fixed,4,-11,q90,333,1751,0.046101337913532464,0.7074096579299892,450.0,-1050.0
intensification,fixed,4,-11,q95,184,1751,0.020882998773593255,0.3454930016295519,450.0,-1050.0
intensification,fixed,4,-11,q99,42,1751,0.0035934549780059625,0.0693187447993271,450.0,-1050.0
intensification,fixed,4,-10,15_6,206,1751,0.027231744357477848,0.46388204046014986,450.0,-950.0
intensification,fixed,4,-10,20_0,13,1751,0.0011814168527616278,0.026034970877500015,450.0,-950.0
intensification,fixed,4,-10,b90,708,1751,0.10632862127425485,1.549270605554745,450.0,-950.0
intensification,fixed,4,-10,b95,431,1751,0.05452403048661232,0.8557466676813161,450.0,-950.0
intensification,fixed,4,-10,b99,245,1751,0.0189756937772946,0.32413495501060685,450.0,-950.0
intensification,fixed,4,-10,q90,402,1751,0.06807917191936388,1.0479500841239664,450.0,-950.0
intensification,fixed,4,-10,q95,245,1751,0.03231573591509593,0.5350496089975164,450.0,-950.0
intensification,fixed,4,-10,q99,57,1751,0.005668522298964542,0.10641776595215911,450.0,-950.0
intensification,fixed,4,-9,15_6,194,1751,0.023516783727835167,0.39740112733847277,450.0,-850.0
intensification,fixed,4,-9,20_0,9,1751,0.0008750896334020522,0.01849968881810188,450.0,-850.0
intensification,fixed,4,-9,b90,716,1751,0.10362010771798694,1.4887131817021824,450.0,-850.0
intensification,fixed,4,-9,b95,430,1751,0.05036188229274656,0.7803539022852938,450.0,-850.0
intensification,fixed,4,-9,b99,244,1751,0.01673822790409683,0.28249440969618683,450.0,-850.0
intensification,fixed,4,-9,q90,405,1751,0.06417170343915587,0.975175504594891,450.0,-850.0
intensification,fixed,4,-9,q95,244,1751,0.02899167960423482,0.4740586796296817,450.0,-850.0
intensification,fixed,4,-9,q99,52,1751,0.004923581181749813,0.09114733715097005,450.0,-850.0
intensification,fixed,4,-8,15_6,196,1751,0.021612446999516626,0.3665823504059304,450.0,-750.0
intensification,fixed,4,-8,20_0,12,1751,0.0006937149080237122,0.014577687013182721,450.0,-750.0
intensification,fixed,4,-8,b90,727,1751,0.10506621540946605,1.4988562066217832,450.0,-750.0
intensification,fixed,4,-8,b95,464,1751,0.051012780763152035,0.7824636243599448,450.0,-750.0
intensification,fixed,4,-8,b99,242,1751,0.017307574797454248,0.2897724838313724,450.0,-750.0
intensification,fixed,4,-8,q90,427,1751,0.06529195784043983,0.9822517231347874,450.0,-750.0
intensification,fixed,4,-8,q95,242,1751,0.029617331995635484,0.4791433900750048,450.0,-750.0
intensification,fixed,4,-8,q99,59,1751,0.005106707024535135,0.09421403761868913,450.0,-750.0
intensification,fixed,4,-7,15_6,235,1751,0.024849204560210753,0.4219525963786127,450.0,-650.0
intensification,fixed,4,-7,20_0,14,1751,0.0006130863202040875,0.013021738881455885,450.0,-650.0
intensification,fixed,4,-7,25_0,1,1751,4.49686793148572e-06,0.00011895619234589338,450.0,-650.0
intensification,fixed,4,-7,b90,791,1751,0.11581880628213116,1.6454344846065019,450.0,-650.0
intensification,fixed,4,-7,b95,516,1751,0.0581750605032884,0.8875465576620108,450.0,-650.0
intensification,fixed,4,-7,b99,279,1751,0.02029208844328518,0.33822145883150867,450.0,-650.0
intensification,fixed,4,-7,q90,485,1751,0.07395046355305254,1.1052812888663115,450.0,-650.0
intensification,fixed,4,-7,q95,279,1751,0.03453093669553381,0.5562126836387188,450.0,-650.0
intensification,fixed,4,-7,q99,76,1751,0.006671409535510524,0.12148077284045745,450.0,-650.0
intensification,fixed,4,-6,15_6,309,1751,0.031469656532380166,0.5351746381918943,450.0,-550.0
intensification,fixed,4,-6,20_0,18,1751,0.000826291046630267,0.01783270821006854,450.0,-550.0
intensification,fixed,4,-6,25_0,2,1751,4.6125016782953536e-05,0.0011976512791627846,450.0,-550.0
intensification,fixed,4,-6,b90,876,1751,0.1378459646946047,1.9595584377950295,450.0,-550.0
intensification,fixed,4,-6,b95,601,1751,0.07272364464393122,1.1072629237162543,450.0,-550.0
intensification,fixed,4,-6,b99,344,1751,0.026073471511006842,0.4337034162568146,450.0,-550.0
intensification,fixed,4,-6,q90,563,1751,0.09057086442233056,1.353112856019699,450.0,-550.0
intensification,fixed,4,-6,q95,344,1751,0.04414442751111791,0.7092243928152548,450.0,-550.0
intensification,fixed,4,-6,q99,103,1751,0.008639517718361309,0.15749625433943515,450.0,-550.0
intensification,fixed,4,-5,15_6,393,1751,0.04402862838054823,0.7504542024192309,450.0,-450.0
intensification,fixed,4,-5,20_0,36,1751,0.0013671359103477148,0.029053076631192574,450.0,-450.0
intensification,fixed,4,-5,25_0,3,1751,6.156021211535047e-05,0.001581336832550048,450.0,-450.0
intensification,fixed,4,-5,b90,1010,1751,0.1746980097150719,2.495687066176583,450.0,-450.0
intensification,fixed,4,-5,b95,715,1751,0.09803081566222901,1.4975535235183173,450.0,-450.0
intensification,fixed,4,-5,b99,441,1751,0.03815241315153423,0.6309808448413208,450.0,-450.0
intensification,fixed,4,-5,q90,689,1751,0.12132436997701268,1.8177944120237548,450.0,-450.0
intensification,fixed,4,-5,q95,441,1751,0.0633459843206897,1.0136779637852766,450.0,-450.0
intensification,fixed,4,-5,q99,159,1751,0.013296780665620586,0.23989060565678416,450.0,-450.0
intensification,fixed,4,-4,15_6,478,1751,0.06155065486747901,1.0539363578528362,450.0,-350.0
intensification,fixed,4,-4,20_0,57,1751,0.002638169164444927,0.05533746100755428,450.0,-350.0
intensification,fixed,4,-4,25_0,2,1751,3.100269233907155e-05,0.0007793403296211159,450.0,-350.0
intensification,fixed,4,-4,b90,1125,1751,0.225364050628269,3.230304382285087,450.0,-350.0
intensification,fixed,4,-4,b95,847,1751,0.13293461877894266,2.0323567744944375,450.0,-350.0
intensification,fixed,4,-4,b99,576,1751,0.05567154916699123,0.9183584223650707,450.0,-350.0
intensification,fixed,4,-4,q90,815,1751,0.16079752758449603,2.4140381156295057,450.0,-350.0
intensification,fixed,4,-4,q95,576,1751,0.08845335711472499,1.4148388137776513,450.0,-350.0
intensification,fixed,4,-4,q99,212,1751,0.02147755676437089,0.3839445712558805,450.0,-350.0
intensification,fixed,4,-3,15_6,572,1751,0.08242561468952786,1.4185292025110174,450.0,-250.0
intensification,fixed,4,-3,20_0,69,1751,0.003969054920426322,0.0836233606291022,450.0,-250.0
intensification,fixed,4,-3,25_0,1,1751,2.284408909194746e-05,0.0005943319689948378,450.0,-250.0
intensification,fixed,4,-3,b90,1211,1751,0.28013307760340456,4.024859181636471,450.0,-250.0
intensification,fixed,4,-3,b95,974,1751,0.17041063900570172,2.6086991563928614,450.0,-250.0
intensification,fixed,4,-3,b99,675,1751,0.07549551088240561,1.249135986363831,450.0,-250.0
intensification,fixed,4,-3,q90,936,1751,0.20460714394982493,3.0721495740378604,450.0,-250.0
intensification,fixed,4,-3,q95,675,1751,0.11805583908633036,1.8886226903560552,450.0,-250.0
intensification,fixed,4,-3,q99,290,1751,0.03106604362206708,0.5571104755795412,450.0,-250.0
intensification,fixed,4,-2,15_6,649,1751,0.1047904582403004,1.8113925228503507,450.0,-150.0
intensification,fixed,4,-2,20_0,95,1751,0.005541842297575483,0.11671862940725443,450.0,-150.0
intensification,fixed,4,-2,25_0,1,1751,4.568817818389492e-05,0.001175441295334028,450.0,-150.0
intensification,fixed,4,-2,b90,1302,1751,0.33119279293518483,4.795416290715795,450.0,-150.0
intensification,fixed,4,-2,b95,1058,1751,0.21085844352355587,3.238691466297154,450.0,-150.0
intensification,fixed,4,-2,b99,769,1751,0.09874116996371143,1.6283776159209644,450.0,-150.0
intensification,fixed,4,-2,q90,1013,1751,0.24861275280120523,3.7504293850895403,450.0,-150.0
intensification,fixed,4,-2,q95,769,1751,0.15229922881384936,2.431542635674354,450.0,-150.0
intensification,fixed,4,-2,q99,346,1751,0.04011430100242293,0.7197289700093827,450.0,-150.0
intensification,fixed,4,-1,15_6,704,1751,0.12348201689926051,2.1397115196223737,450.0,-50.0
intensification,fixed,4,-1,20_0,117,1751,0.00643200600196359,0.13517914604547573,450.0,-50.0
intensification,fixed,4,-1,25_0,2,1751,5.2407027916820644e-05,0.0013396402391623442,450.0,-50.0
intensification,fixed,4,-1,b90,1369,1751,0.3818491974775199,5.53631055733139,450.0,-50.0
intensification,fixed,4,-1,b95,1147,1751,0.24842264171264122,3.813171489856942,450.0,-50.0
intensification,fixed,4,-1,b99,858,1751,0.11678011675567332,1.9246164755101152,450.0,-50.0
intensification,fixed,4,-1,q90,1109,1751,0.2913893416551017,4.397202383111613,450.0,-50.0
intensification,fixed,4,-1,q95,858,1751,0.17910080125024214,2.8574685293448256,450.0,-50.0
intensification,fixed,4,-1,q99,391,1751,0.04753461457913468,0.8474914523540755,450.0,-50.0
intensification,fixed,4,0,15_6,734,1751,0.13636493337423772,2.3602920851836555,450.0,50.0
intensification,fixed,4,0,20_0,124,1751,0.00717756274764479,0.1506894428476675,450.0,50.0
intensification,fixed,4,0,25_0,1,1751,2.284408909194746e-05,0.0005859100934371208,450.0,50.0
intensification,fixed,4,0,b90,1433,1751,0.4286468978766695,6.1768050296989125,450.0,50.0
intensification,fixed,4,0,b95,1219,1751,0.2790941601808084,4.249586825659767,450.0,50.0
intensification,fixed,4,0,b99,920,1751,0.12996291786716957,2.1240175454552235,450.0,50.0
intensification,fixed,4,0,q90,1188,1751,0.3288035137036362,4.921013097293238,450.0,50.0
intensification,fixed,4,0,q95,920,1751,0.19997139908865214,3.1679205839008473,450.0,50.0
intensification,fixed,4,0,q99,410,1751,0.052060779025300534,0.9176881881129852,450.0,50.0
intensification,fixed,4,1,15_6,756,1751,0.14225168719436754,2.455987906655863,450.0,150.0
intensification,fixed,4,1,20_0,109,1751,0.007122899056159895,0.14968724595888672,450.0,150.0
intensification,fixed,4,1,25_0,1,1751,6.718849732925723e-06,0.00016940450685955845,450.0,150.0
intensification,fixed,4,1,b90,1465,1751,0.4582837859697387,6.553977337386545,450.0,150.0
intensification,fixed,4,1,b95,1276,1751,0.2968786574437895,4.488527408477117,450.0,150.0
intensification,fixed,4,1,b99,951,1751,0.1368969776204655,2.212850499808573,450.0,150.0
intensification,fixed,4,1,q90,1242,1751,0.3519464872813204,5.22776479626301,450.0,150.0
intensification,fixed,4,1,q95,951,1751,0.21167677370806953,3.3223678448343223,450.0,150.0
intensification,fixed,4,1,q99,419,1751,0.052697591620507106,0.9186172848487414,450.0,150.0
intensification,fixed,4,2,15_6,729,1751,0.1387552512818193,2.3890050197367514,450.0,250.0
intensification,fixed,4,2,20_0,103,1751,0.006256695504553126,0.13141129175612323,450.0,250.0
intensification,fixed,4,2,b90,1464,1751,0.46856919104174555,6.621162013621441,450.0,250.0
intensification,fixed,4,2,b95,1271,1751,0.29887583291230996,4.477827837081309,450.0,250.0
intensification,fixed,4,2,b99,937,1751,0.13391479782549723,2.146493078833245,450.0,250.0
intensification,fixed,4,2,q90,1229,1751,0.35575505435176646,5.235985650850486,450.0,250.0
intensification,fixed,4,2,q95,937,1751,0.2101773051732265,3.2768166069039704,450.0,250.0
intensification,fixed,4,2,q99,398,1751,0.05040190900332953,0.8651546231696888,450.0,250.0
intensification,fixed,4,3,15_6,682,1751,0.12685786865676657,2.1763345768522564,450.0,350.0
intensification,fixed,4,3,20_0,83,1751,0.004777491435317133,0.10040005510197146,450.0,350.0
intensification,fixed,4,3,25_0,1,1751,2.039650811781023e-05,0.0005238869455341727,450.0,350.0
intensification,fixed,4,3,b90,1470,1751,0.46385543769461446,6.452427814598203,450.0,350.0
intensification,fixed,4,3,b95,1260,1751,0.2942791400186437,4.328263668764488,450.0,350.0
intensification,fixed,4,3,b99,914,1751,0.1286845358894728,2.0151957668604035,450.0,350.0
intensification,fixed,4,3,q90,1221,1751,0.3522261893301778,5.096147875126398,450.0,350.0
intensification,fixed,4,3,q95,914,1751,0.20440959645398285,3.120559071795052,450.0,350.0
intensification,fixed,4,3,q99,380,1751,0.04510657702729961,0.7524760643039796,450.0,350.0
intensification,fixed,4,4,15_6,616,1751,0.10816765061694371,1.8490917524317572,450.0,450.0
intensification,fixed,4,4,20_0,69,1751,0.0032839724537857447,0.06897337721796512,450.0,450.0
intensification,fixed,4,4,25_0,1,1751,2.039650811781023e-05,0.0005246085619531585,450.0,450.0
intensification,fixed,4,4,b90,1458,1751,0.44817180980214316,6.105286356680154,450.0,450.0
intensification,fixed,4,4,b95,1217,1751,0.2789539630942785,4.0056335414522035,450.0,450.0
intensification,fixed,4,4,b99,864,1751,0.11595677643659477,1.7680035448090146,450.0,450.0
intensification,fixed,4,4,q90,1182,1751,0.33761646632099446,4.772118440441209,450.0,450.0
intensification,fixed,4,4,q95,864,1751,0.1873973683959425,2.793592824125047,450.0,450.0
intensification,fixed,4,4,q99,354,1751,0.03924909862742118,0.6337305523140158,450.0,450.0
intensification,fixed,4,5,15_6,546,1751,0.08961274881416187,1.5249747234719437,450.0,550.0
intensification,fixed,4,5,20_0,47,1751,0.0020949999433572024,0.04386586413354832,450.0,550.0
intensification,fixed,4,5,25_0,1,1751,2.039650811781023e-05,0.0005133889808228405,450.0,550.0
intensification,fixed,4,5,b90,1421,1751,0.4212554317906593,5.586571157888776,450.0,550.0
intensification,fixed,4,5,b95,1158,1751,0.25518757031316286,3.563362168296061,450.0,550.0
intensification,fixed,4,5,b99,810,1751,0.10038780206909748,1.4844215894422774,450.0,550.0
intensification,fixed,4,5,q90,1111,1751,0.3113410174139021,4.28434892459974,450.0,550.0
intensification,fixed,4,5,q95,810,1751,0.16771768644721047,2.4238993647246665,450.0,550.0
intensification,fixed,4,5,q99,309,1751,0.031938366362208634,0.49855491697184207,450.0,550.0
intensification,fixed,4,6,15_6,479,1751,0.07137762480474773,1.2099630371530392,450.0,650.0
intensification,fixed,4,6,20_0,29,1751,0.0011588606620931638,0.0244331435412757,450.0,650.0
intensification,fixed,4,6,b90,1362,1751,0.385978379277387,4.960422111839638,450.0,650.0
intensification,fixed,4,6,b95,1106,1751,0.2275310696697215,3.0832545855132762,450.0,650.0
intensification,fixed,4,6,b99,752,1751,0.08636676014966502,1.2399844762372854,450.0,650.0
intensification,fixed,4,6,q90,1077,1751,0.2808472555365729,3.7438187930498033,450.0,650.0
intensification,fixed,4,6,q95,752,1751,0.14563774080770986,2.050415048289924,450.0,650.0
intensification,fixed,4,6,q99,261,1751,0.026338752329323804,0.39685706325625836,450.0,650.0
intensification,fixed,4,7,15_6,408,1751,0.055356917660902116,0.9344668904348942,450.0,750.0
intensification,fixed,4,7,20_0,25,1751,0.0008260698946111796,0.017189486737458366,450.0,750.0
intensification,fixed,4,7,b90,1318,1751,0.3468222995232376,4.321344957065908,450.0,750.0
intensification,fixed,4,7,b95,1053,1751,0.19780387964552743,2.596519728620816,450.0,750.0
intensification,fixed,4,7,b99,705,1751,0.07238807167664758,1.0009219263362694,450.0,750.0
intensification,fixed,4,7,q90,1012,1751,0.24669969752061544,3.1938625869735042,450.0,750.0
intensification,fixed,4,7,q95,705,1751,0.12328796295662818,1.6741777788657948,450.0,750.0
intensification,fixed,4,7,q99,234,1751,0.021481271033933658,0.3099757174645071,450.0,750.0
intensification,fixed,4,8,15_6,348,1751,0.04182842235429668,0.7046573513195813,450.0,850.0
intensification,fixed,4,8,20_0,19,1751,0.0007692900729448247,0.015792881782482192,450.0,850.0
intensification,fixed,4,8,b90,1250,1751,0.30710141767875054,3.702976621641675,450.0,850.0
intensification,fixed,4,8,b95,1004,1751,0.16992366110397492,2.149950889544554,450.0,850.0
intensification,fixed,4,8,b99,639,1751,0.06225673689774373,0.8284650694331062,450.0,850.0
intensification,fixed,4,8,q90,960,1751,0.21220449127172417,2.650505609658913,450.0,850.0
intensification,fixed,4,8,q95,639,1751,0.10544643823579308,1.3796247365332526,450.0,850.0
intensification,fixed,4,8,q99,201,1751,0.01813106370468582,0.24915729393453812,450.0,850.0
intensification,fixed,4,9,15_6,287,1751,0.03273411531278475,0.5509292870188724,450.0,950.0
intensification,fixed,4,9,20_0,14,1751,0.0004927475901035498,0.01020100669252631,450.0,950.0
intensification,fixed,4,9,b90,1212,1751,0.2752267071741599,3.203107477295572,450.0,950.0
intensification,fixed,4,9,b95,918,1751,0.14799995735676533,1.8191766135969376,450.0,950.0
intensification,fixed,4,9,b99,578,1751,0.05508471808575678,0.7069571220062864,450.0,950.0
intensification,fixed,4,9,q90,870,1751,0.18463328992659248,2.244358952047056,450.0,950.0
intensification,fixed,4,9,q95,578,1751,0.09212887009901827,1.1674635796969024,450.0,950.0
intensification,fixed,4,9,q99,178,1751,0.01686081888038877,0.2201592619284036,450.0,950.0
intensification,fixed,4,10,15_6,195,1751,0.016198676207990162,0.271435316456632,450.0,1050.0
intensification,fixed,4,10,20_0,3,1751,4.493974433229923e-05,0.0009411057682323925,450.0,1050.0
intensification,fixed,4,10,b90,1081,1751,0.1590914230148713,1.8286869726790622,450.0,1050.0
intensification,fixed,4,10,b95,748,1751,0.0800715247819758,0.9727601720520572,450.0,1050.0
intensification,fixed,4,10,b99,439,1751,0.027187344434539202,0.3447604982288269,450.0,1050.0
intensification,fixed,4,10,q90,712,1751,0.10206222494056913,1.2256427706089235,450.0,1050.0
intensification,fixed,4,10,q95,439,1751,0.04763330677636301,0.5989805773752601,450.0,1050.0
intensification,fixed,4,10,q99,115,1751,0.006910564394574886,0.08701591513618212,450.0,1050.0
intensification,fixed,5,-10,15_6,189,1751,0.026840798854824297,0.45713690292835846,550.0,-950.0
intensification,fixed,5,-10,20_0,11,1751,0.001159309629934052,0.02493680188136878,550.0,-950.0
intensification,fixed,5,-10,b90,698,1751,0.10301623590426813,1.5019920894007752,550.0,-950.0
intensification,fixed,5,-10,b95,417,1751,0.05292181517860759,0.8308179672960865,550.0,-950.0
intensification,fixed,5,-10,b99,223,1751,0.01819927452256825,0.31201664719158384,550.0,-950.0
intensification,fixed,5,-10,q90,393,1751,0.06654094003676217,1.0242493573188736,550.0,-950.0
intensification,fixed,5,-10,q95,223,1751,0.030859868311844927,0.512247516270286,550.0,-950.0
intensification,fixed,5,-10,q99,57,1751,0.005821973400504738,0.10919528786453128,550.0,-950.0
intensification,fixed,5,-9,15_6,195,1751,0.027532295630487806,0.4679831894600229,550.0,-850.0
intensification,fixed,5,-9,20_0,8,1751,0.0009400659433416666,0.019704763341668523,550.0,-850.0
intensification,fixed,5,-9,b90,718,1751,0.10762425362215446,1.5635375673560703,550.0,-850.0
intensification,fixed,5,-9,b95,441,1751,0.054900383949116595,0.8579258490374482,550.0,-850.0
